Season,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
2023,3,2023/5/30,1,1,Antalya,Türkiye,Thailand,Italy,2,3,26,17,29,28,11,24,25,27,30,15,SET 2,12,10,1,1,-,10,8,14,32,1,4,3,8,1,4,12,17,4,2,16,22,11,5,21,8,0,24,32
2023,3,2023/5/30,1,1,Antalya,Türkiye,Thailand,Italy,2,3,26,17,29,28,11,24,25,27,30,15,SET 3,20,18,1,1,-,18,6,20,44,1,4,7,12,1,2,26,29,6,2,18,26,19,5,27,6,0,35,41
2023,3,2023/5/30,1,1,Antalya,Türkiye,Thailand,Italy,2,3,26,17,29,28,11,24,25,27,30,15,SET 4,19,17,2,0,-,17,8,16,41,2,4,6,12,0,1,27,28,8,0,16,24,16,9,30,8,0,32,40
2023,3,2023/5/30,1,1,Antalya,Türkiye,Thailand,Italy,2,3,26,17,29,28,11,24,25,27,30,15,SET 5,9,9,0,0,-,9,5,9,23,0,3,5,8,0,0,12,12,2,2,9,13,10,1,15,2,0,20,22
2023,4,2023/5/30,1,1,Antalya,Türkiye,Poland,Canada,3,2,20,25,20,25,15,25,23,25,23,13,ALL SETS,80,63,13,4,-,63,25,90,178,13,26,29,68,4,10,91,105,15,3,78,96,68,18,94,28,2,139,169
2023,4,2023/5/30,1,1,Antalya,Türkiye,Poland,Canada,3,2,20,25,20,25,15,25,23,25,23,13,SET 1,15,13,2,0,-,13,6,25,44,2,11,9,22,0,1,20,21,2,0,22,24,16,4,24,6,0,35,41
2023,4,2023/5/30,1,1,Antalya,Türkiye,Poland,Canada,3,2,20,25,20,25,15,25,23,25,23,13,SET 2,21,17,3,1,-,17,3,12,32,3,4,3,10,1,3,20,24,4,1,16,21,10,4,15,6,0,25,31
2023,4,2023/5/30,1,1,Antalya,Türkiye,Poland,Canada,3,2,20,25,20,25,15,25,23,25,23,13,SET 3,16,11,4,1,-,11,8,26,45,4,4,9,17,1,2,18,21,2,1,20,23,18,3,22,9,0,34,43
2023,4,2023/5/30,1,1,Antalya,Türkiye,Poland,Canada,3,2,20,25,20,25,15,25,23,25,23,13,SET 4,16,12,4,0,-,12,6,17,35,4,4,4,12,0,3,21,24,4,1,13,18,14,6,22,3,1,28,32
2023,4,2023/5/30,1,1,Antalya,Türkiye,Poland,Canada,3,2,20,25,20,25,15,25,23,25,23,13,SET 5,12,10,0,2,-,10,2,10,22,0,3,4,7,2,1,12,15,3,0,7,10,10,1,11,4,1,17,22
2023,4,2023/5/30,1,1,Antalya,Türkiye,Canada,Poland,2,3,25,23,25,23,13,20,25,20,25,15,ALL SETS,81,68,10,3,-,68,24,69,161,10,28,43,81,3,13,93,109,13,4,78,95,69,15,97,22,2,128,152
2023,4,2023/5/30,1,1,Antalya,Türkiye,Canada,Poland,2,3,25,23,25,23,13,20,25,20,25,15,SET 1,21,18,3,0,-,18,7,18,43,3,11,14,28,0,0,24,24,2,0,18,20,22,0,27,5,0,34,39
2023,4,2023/5/30,1,1,Antalya,Türkiye,Canada,Poland,2,3,25,23,25,23,13,20,25,20,25,15,SET 2,17,15,1,1,-,15,4,9,28,1,6,7,14,1,3,20,24,5,1,15,21,10,5,17,4,1,24,29
2023,4,2023/5/30,1,1,Antalya,Türkiye,Canada,Poland,2,3,25,23,25,23,13,20,25,20,25,15,SET 3,18,14,3,1,-,14,7,20,41,3,4,9,16,1,1,22,24,3,1,15,19,19,3,25,8,0,29,37
2023,4,2023/5/30,1,1,Antalya,Türkiye,Canada,Poland,2,3,25,23,25,23,13,20,25,20,25,15,SET 4,15,12,2,1,-,12,6,14,32,2,3,8,13,1,6,17,24,3,0,18,21,12,3,17,3,1,26,30
2023,4,2023/5/30,1,1,Antalya,Türkiye,Canada,Poland,2,3,25,23,25,23,13,20,25,20,25,15,SET 5,10,9,1,0,-,9,0,8,17,1,4,5,10,0,3,10,13,0,2,12,14,6,4,11,2,0,15,17
2023,5,2023/5/31,2,1,Nagoya,Japan,Croatia,Bulgaria,0,3,12,17,19,-,-,25,25,25,-,-,ALL SETS,34,28,5,1,-,28,20,51,99,5,16,13,34,1,8,41,50,13,9,45,67,37,5,47,15,2,81,98
2023,5,2023/5/31,2,1,Nagoya,Japan,Croatia,Bulgaria,0,3,12,17,19,-,-,25,25,25,-,-,SET 1,6,6,0,0,-,6,9,13,28,0,4,1,5,0,2,11,13,5,3,14,22,9,1,10,7,1,20,28
2023,5,2023/5/31,2,1,Nagoya,Japan,Croatia,Bulgaria,0,3,12,17,19,-,-,25,25,25,-,-,SET 2,11,9,2,0,-,9,4,12,25,2,4,4,10,0,3,14,17,6,4,12,22,7,4,13,2,0,21,23
2023,5,2023/5/31,2,1,Nagoya,Japan,Croatia,Bulgaria,0,3,12,17,19,-,-,25,25,25,-,-,SET 3,17,13,3,1,-,13,7,26,46,3,8,8,19,1,3,16,20,2,2,19,23,21,0,24,6,1,40,47
2023,5,2023/5/31,2,1,Nagoya,Japan,Bulgaria,Croatia,3,0,25,25,25,-,-,12,17,19,-,-,ALL SETS,52,32,11,9,-,32,13,45,90,11,8,10,29,9,6,58,73,10,1,31,42,51,0,57,2,0,89,91
2023,5,2023/5/31,2,1,Nagoya,Japan,Bulgaria,Croatia,3,0,25,25,25,-,-,12,17,19,-,-,SET 1,18,10,5,3,-,10,4,8,22,5,2,3,10,3,2,19,24,2,0,9,11,11,0,13,1,0,21,22
2023,5,2023/5/31,2,1,Nagoya,Japan,Bulgaria,Croatia,3,0,25,25,25,-,-,12,17,19,-,-,SET 2,18,12,2,4,-,12,5,11,28,2,1,2,5,4,3,18,25,5,0,9,14,14,0,16,1,0,27,28
2023,5,2023/5/31,2,1,Nagoya,Japan,Bulgaria,Croatia,3,0,25,25,25,-,-,12,17,19,-,-,SET 3,16,10,4,2,-,10,4,26,40,4,5,5,14,2,1,21,24,3,1,13,17,26,0,28,0,0,41,41
2023,6,2023/5/31,2,1,Nagoya,Japan,China,Brazil,3,2,25,22,25,20,15,23,25,20,25,12,ALL SETS,79,68,7,4,-,68,21,56,145,7,10,10,27,4,10,93,107,33,2,57,92,59,3,73,12,3,125,140
2023,6,2023/5/31,2,1,Nagoya,Japan,China,Brazil,3,2,25,22,25,20,15,23,25,20,25,12,SET 1,18,16,1,1,-,16,4,13,33,1,1,2,4,1,2,22,25,10,0,11,21,11,1,17,3,1,27,31
2023,6,2023/5/31,2,1,Nagoya,Japan,China,Brazil,3,2,25,22,25,20,15,23,25,20,25,12,SET 2,16,14,1,1,-,14,6,14,34,1,2,4,7,1,2,19,22,6,1,16,23,12,1,15,6,2,27,35
2023,6,2023/5/31,2,1,Nagoya,Japan,China,Brazil,3,2,25,22,25,20,15,23,25,20,25,12,SET 3,17,14,2,1,-,14,4,15,33,2,2,1,5,1,0,24,25,3,0,12,15,21,0,25,2,0,28,30
2023,6,2023/5/31,2,1,Nagoya,Japan,China,Brazil,3,2,25,22,25,20,15,23,25,20,25,12,SET 4,16,15,1,0,-,15,5,10,30,1,3,3,7,0,4,16,20,8,1,14,23,10,0,10,1,0,29,30
2023,6,2023/5/31,2,1,Nagoya,Japan,China,Brazil,3,2,25,22,25,20,15,23,25,20,25,12,SET 5,12,9,2,1,-,9,2,4,15,2,2,0,4,1,2,12,15,6,0,4,10,5,1,6,0,0,14,14
2023,6,2023/5/31,2,1,Nagoya,Japan,Brazil,China,2,3,23,25,20,25,12,25,22,25,20,15,ALL SETS,80,69,9,2,-,69,19,55,143,9,4,13,26,2,13,90,105,38,4,55,97,49,1,65,13,2,124,139
2023,6,2023/5/31,2,1,Nagoya,Japan,Brazil,China,2,3,23,25,20,25,12,25,22,25,20,15,SET 1,18,16,2,0,-,16,6,12,34,2,1,4,7,0,2,21,23,10,1,12,23,11,1,16,6,0,26,32
2023,6,2023/5/31,2,1,Nagoya,Japan,Brazil,China,2,3,23,25,20,25,12,25,22,25,20,15,SET 2,16,14,1,1,-,14,4,13,31,1,1,3,5,1,2,22,25,10,1,9,20,14,0,18,5,1,25,31
2023,6,2023/5/31,2,1,Nagoya,Japan,Brazil,China,2,3,23,25,20,25,12,25,22,25,20,15,SET 3,19,16,3,0,-,16,4,15,35,3,1,5,9,0,5,15,20,6,1,18,25,9,0,13,0,0,33,33
2023,6,2023/5/31,2,1,Nagoya,Japan,Brazil,China,2,3,23,25,20,25,12,25,22,25,20,15,SET 4,19,15,3,1,-,15,3,11,29,3,1,1,5,1,2,22,25,8,0,8,16,12,0,13,2,0,26,28
2023,6,2023/5/31,2,1,Nagoya,Japan,Brazil,China,2,3,23,25,20,25,12,25,22,25,20,15,SET 5,8,8,0,0,-,8,2,4,14,0,0,0,0,0,2,10,12,4,1,8,13,3,0,5,0,1,14,15
2023,7,2023/5/31,1,1,Antalya,Türkiye,Serbia,United States,2,3,20,25,25,21,12,25,19,21,25,15,ALL SETS,75,61,8,6,-,61,23,62,146,8,29,21,58,6,10,88,104,17,5,69,91,52,23,87,21,0,124,145
2023,7,2023/5/31,1,1,Antalya,Türkiye,Serbia,United States,2,3,20,25,25,21,12,25,19,21,25,15,SET 1,16,13,2,1,-,13,6,16,35,2,8,4,14,1,2,18,21,7,1,15,23,14,6,22,4,0,33,37
2023,7,2023/5/31,1,1,Antalya,Türkiye,Serbia,United States,2,3,20,25,25,21,12,25,19,21,25,15,SET 2,19,16,3,0,-,16,4,12,32,3,4,6,13,0,2,22,24,2,0,16,18,10,5,21,6,0,25,31
2023,7,2023/5/31,1,1,Antalya,Türkiye,Serbia,United States,2,3,20,25,25,21,12,25,19,21,25,15,SET 3,18,14,1,3,-,14,4,15,33,1,7,4,12,3,2,20,25,4,1,13,18,12,5,19,7,0,24,31
2023,7,2023/5/31,1,1,Antalya,Türkiye,Serbia,United States,2,3,20,25,25,21,12,25,19,21,25,15,SET 4,13,12,0,1,-,12,6,10,28,0,6,4,10,1,3,17,21,3,1,16,20,9,5,15,3,0,25,28
2023,7,2023/5/31,1,1,Antalya,Türkiye,Serbia,United States,2,3,20,25,25,21,12,25,19,21,25,15,SET 5,9,6,2,1,-,6,3,9,18,2,4,3,9,1,1,11,13,1,2,9,12,7,2,10,1,0,17,18
2023,7,2023/5/31,1,1,Antalya,Türkiye,United States,Serbia,3,2,25,19,21,25,15,20,25,25,21,12,ALL SETS,85,67,13,5,-,67,19,54,140,13,18,28,59,5,13,86,104,17,6,71,94,59,28,96,12,1,129,142
2023,7,2023/5/31,1,1,Antalya,Türkiye,United States,Serbia,3,2,25,19,21,25,15,20,25,25,21,12,SET 1,20,16,3,1,-,16,5,12,33,3,2,5,10,1,1,22,24,2,1,16,19,16,5,25,2,0,31,33
2023,7,2023/5/31,1,1,Antalya,Türkiye,United States,Serbia,3,2,25,19,21,25,15,20,25,25,21,12,SET 2,16,13,3,0,-,13,6,17,36,3,3,5,11,0,2,18,20,5,0,17,22,16,10,28,3,0,34,37
2023,7,2023/5/31,1,1,Antalya,Türkiye,United States,Serbia,3,2,25,19,21,25,15,20,25,25,21,12,SET 3,17,14,2,1,-,14,4,9,27,2,5,8,15,1,3,17,21,4,3,16,23,9,7,17,1,0,26,27
2023,7,2023/5/31,1,1,Antalya,Türkiye,United States,Serbia,3,2,25,19,21,25,15,20,25,25,21,12,SET 4,20,15,4,1,-,15,2,9,26,4,5,6,15,1,5,19,25,3,1,14,18,9,3,14,3,1,21,25
2023,7,2023/5/31,1,1,Antalya,Türkiye,United States,Serbia,3,2,25,19,21,25,15,20,25,25,21,12,SET 5,12,9,1,2,-,9,2,7,18,1,3,4,8,2,2,10,14,3,1,8,12,9,3,12,3,0,17,20
2023,8,2023/5/31,1,1,Antalya,Türkiye,Korea,Türkiye,0,3,14,17,24,-,-,25,25,26,-,-,ALL SETS,33,28,4,1,-,28,11,45,84,4,12,9,25,1,8,48,57,6,4,50,60,29,18,66,11,2,76,89
2023,8,2023/5/31,1,1,Antalya,Türkiye,Korea,Türkiye,0,3,14,17,24,-,-,25,25,26,-,-,SET 1,8,7,1,0,-,7,3,18,28,1,5,1,7,0,3,12,15,1,1,18,20,6,3,15,2,1,25,28
2023,8,2023/5/31,1,1,Antalya,Türkiye,Korea,Türkiye,0,3,14,17,24,-,-,25,25,26,-,-,SET 2,10,8,1,1,-,8,3,15,26,1,3,4,8,1,0,16,17,2,1,16,19,9,9,25,6,1,21,28
2023,8,2023/5/31,1,1,Antalya,Türkiye,Korea,Türkiye,0,3,14,17,24,-,-,25,25,26,-,-,SET 3,15,13,2,0,-,13,5,12,30,2,4,4,10,0,5,20,25,3,2,16,21,14,6,26,3,0,30,33
2023,8,2023/5/31,1,1,Antalya,Türkiye,Türkiye,Korea,3,0,25,25,26,-,-,14,17,24,-,-,ALL SETS,60,51,5,4,-,51,12,37,100,5,12,19,36,4,14,56,74,7,1,41,49,46,11,67,24,0,71,95
2023,8,2023/5/31,1,1,Antalya,Türkiye,Türkiye,Korea,3,0,25,25,26,-,-,14,17,24,-,-,SET 1,19,17,1,1,-,17,3,7,27,1,3,6,10,1,4,19,24,3,0,9,12,15,3,21,8,0,18,26
2023,8,2023/5/31,1,1,Antalya,Türkiye,Türkiye,Korea,3,0,25,25,26,-,-,14,17,24,-,-,SET 2,23,20,2,1,-,20,2,11,33,2,4,6,12,1,6,18,25,2,1,14,17,16,1,21,8,0,25,33
2023,8,2023/5/31,1,1,Antalya,Türkiye,Türkiye,Korea,3,0,25,25,26,-,-,14,17,24,-,-,SET 3,18,14,2,2,-,14,7,19,40,2,5,7,14,2,4,19,25,2,0,18,20,15,7,25,8,0,28,36
2023,9,2023/6/1,2,1,Nagoya,Japan,Croatia,Germany,0,3,18,23,23,-,-,25,25,25,-,-,ALL SETS,45,36,7,2,-,36,9,53,98,7,6,10,23,2,4,60,66,17,10,40,67,49,5,61,9,1,89,99
2023,9,2023/6/1,2,1,Nagoya,Japan,Croatia,Germany,0,3,18,23,23,-,-,25,25,25,-,-,SET 1,11,10,1,0,-,10,3,13,26,1,2,3,6,0,2,17,19,9,2,11,22,8,4,13,4,0,21,25
2023,9,2023/6/1,2,1,Nagoya,Japan,Croatia,Germany,0,3,18,23,23,-,-,25,25,25,-,-,SET 2,17,13,3,1,-,13,3,15,31,3,2,2,7,1,1,21,23,6,5,12,23,15,1,18,4,0,26,30
2023,9,2023/6/1,2,1,Nagoya,Japan,Croatia,Germany,0,3,18,23,23,-,-,25,25,25,-,-,SET 3,13,3,25,41,13.74,3,2,5,10,1,1,22,24,2,3,17,22,26,0,30,644.45,1,1,42,1,1,42,44
2023,9,2023/6/1,2,1,Nagoya,Japan,Germany,Croatia,3,0,25,25,25,-,-,18,23,23,-,-,ALL SETS,65,50,5,10,-,50,17,50,117,5,11,13,29,10,6,57,73,20,2,40,62,51,3,60,8,0,106,114
2023,9,2023/6/1,2,1,Nagoya,Japan,Germany,Croatia,3,0,25,25,25,-,-,18,23,23,-,-,SET 1,22,18,2,2,-,18,6,11,35,2,4,1,7,2,2,20,24,7,0,10,17,17,0,17,2,0,32,34
2023,9,2023/6/1,2,1,Nagoya,Japan,Germany,Croatia,3,0,25,25,25,-,-,18,23,23,-,-,SET 2,21,15,1,5,-,15,6,15,36,1,4,4,9,5,2,18,25,6,1,15,22,12,0,15,2,0,32,34
2023,9,2023/6/1,2,1,Nagoya,Japan,Germany,Croatia,3,0,25,25,25,-,-,18,23,23,-,-,SET 3,22,17,2,3,-,17,5,24,46,2,3,8,13,3,2,19,24,7,1,15,23,22,3,28,4,0,42,46
2023,10,2023/6/1,2,1,Nagoya,Japan,Bulgaria,Dominican Republic,2,3,25,16,25,14,11,22,25,16,25,15,ALL SETS,65,52,5,8,-,52,16,88,156,5,16,15,36,8,2,81,91,24,4,66,94,67,5,83,6,1,137,144
2023,10,2023/6/1,2,1,Nagoya,Japan,Bulgaria,Dominican Republic,2,3,25,16,25,14,11,22,25,16,25,15,SET 1,15,14,1,0,-,14,5,20,39,1,5,7,13,0,0,24,24,5,0,16,21,15,2,20,2,0,30,32
2023,10,2023/6/1,2,1,Nagoya,Japan,Bulgaria,Dominican Republic,2,3,25,16,25,14,11,22,25,16,25,15,SET 2,12,10,1,1,-,10,3,16,29,1,4,2,7,1,1,15,17,6,2,13,21,11,1,15,1,0,26,27
2023,10,2023/6/1,2,1,Nagoya,Japan,Bulgaria,Dominican Republic,2,3,25,16,25,14,11,22,25,16,25,15,SET 3,20,14,2,4,-,14,3,15,32,2,0,2,4,4,1,19,24,4,0,12,16,17,1,20,0,0,32,32
2023,10,2023/6/1,2,1,Nagoya,Japan,Bulgaria,Dominican Republic,2,3,25,16,25,14,11,22,25,16,25,15,SET 4,9,8,1,0,-,8,2,25,35,1,5,3,9,0,0,15,15,3,2,17,22,18,0,20,2,1,31,34
2023,10,2023/6/1,2,1,Nagoya,Japan,Bulgaria,Dominican Republic,2,3,25,16,25,14,11,22,25,16,25,15,SET 5,9,6,0,3,-,6,3,12,21,0,2,1,3,3,0,8,11,6,0,8,14,6,1,8,1,0,18,19
2023,10,2023/6/1,2,1,Nagoya,Japan,Dominican Republic,Bulgaria,3,2,22,25,16,25,15,25,16,25,14,11,ALL SETS,93,79,10,4,-,79,20,56,155,10,14,25,49,4,9,90,103,18,8,63,89,76,1,93,5,2,133,140
2023,10,2023/6/1,2,1,Nagoya,Japan,Dominican Republic,Bulgaria,3,2,22,25,16,25,15,25,16,25,14,11,SET 1,20,17,3,0,-,17,9,17,43,3,3,4,10,0,2,21,23,6,0,18,24,17,1,23,1,0,39,40
2023,10,2023/6/1,2,1,Nagoya,Japan,Dominican Republic,Bulgaria,3,2,22,25,16,25,15,25,16,25,14,11,SET 2,22,18,2,2,-,18,2,11,31,2,3,4,9,2,3,19,24,4,1,11,16,16,0,19,2,0,25,27
2023,10,2023/6/1,2,1,Nagoya,Japan,Dominican Republic,Bulgaria,3,2,22,25,16,25,15,25,16,25,14,11,SET 3,14,12,2,0,-,12,5,13,30,2,1,5,8,0,1,16,17,5,4,14,23,13,0,15,0,1,26,27
2023,10,2023/6/1,2,1,Nagoya,Japan,Dominican Republic,Bulgaria,3,2,22,25,16,25,15,25,16,25,14,11,SET 4,24,20,2,2,-,20,4,13,37,2,3,6,11,2,2,20,24,2,0,13,15,22,0,26,2,0,29,31
2023,10,2023/6/1,2,1,Nagoya,Japan,Dominican Republic,Bulgaria,3,2,22,25,16,25,15,25,16,25,14,11,SET 5,13,12,1,0,-,12,0,2,14,1,4,6,11,0,1,14,15,1,3,7,11,8,0,10,0,1,14,15
2023,11,2023/6/1,2,1,Nagoya,Japan,Brazil,Netherlands,3,0,25,25,25,-,-,23,23,21,-,-,ALL SETS,56,43,6,7,-,43,19,29,91,6,8,13,27,7,6,60,73,18,3,41,62,37,1,43,5,3,81,89
2023,11,2023/6/1,2,1,Nagoya,Japan,Brazil,Netherlands,3,0,25,25,25,-,-,23,23,21,-,-,SET 1,20,16,1,3,-,16,5,9,30,1,3,5,9,3,2,19,24,7,1,13,21,13,0,16,1,2,28,31
2023,11,2023/6/1,2,1,Nagoya,Japan,Brazil,Netherlands,3,0,25,25,25,-,-,23,23,21,-,-,SET 2,19,14,1,4,-,14,7,13,34,1,2,4,7,4,2,19,25,8,2,12,22,14,0,15,1,0,32,33
2023,11,2023/6/1,2,1,Nagoya,Japan,Brazil,Netherlands,3,0,25,25,25,-,-,23,23,21,-,-,SET 3,17,13,4,0,-,13,7,7,27,4,3,4,11,0,2,22,24,3,0,16,19,10,1,12,3,1,21,25
