Season,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,Player No,Player Name,C,Position,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,SCORING_Efficiency %,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,ATTACK_Efficiency %,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,BLOCK_Efficiency %,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,SERVE_Efficiency %,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,RECEPTION_Efficiency %,DIG_Digs,DIG_Errors,DIG_Total,DIG_Efficiency %,SET_Point,SET_Errors,SET_Attempts,SET_Total,SET_Efficiency %
2024,1 ,2024/5/21,1,1 ,Antalya,Türkiye,Bulgaria,France,0,3,21 ,24 ,14 ,-,-,25 ,26 ,25 ,-,-,0 ,1,S. Nikolov ,-,S,7,3,2,2,-,9.09,3,1,1,5,40,2,3,2,7,-14.29,2,1,7,10,10,0,0,0,0,-,3,2,5,20,26,0,41,67,38.81
2024,1 ,2024/5/21,1,1 ,Antalya,Türkiye,Bulgaria,France,0,3,21 ,24 ,14 ,-,-,25 ,26 ,25 ,-,-,0 ,3,Kolev ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,1 ,2024/5/21,1,1 ,Antalya,Türkiye,Bulgaria,France,0,3,21 ,24 ,14 ,-,-,25 ,26 ,25 ,-,-,0 ,8,Asparuhov ,-,OH,4,4,0,0,-,25,4,2,0,6,33.33,0,0,0,0,-,0,0,2,2,0,0,0,1,1,0,2,0,2,100,0,0,0,0,-
2024,1 ,2024/5/21,1,1 ,Antalya,Türkiye,Bulgaria,France,0,3,21 ,24 ,14 ,-,-,25 ,26 ,25 ,-,-,0 ,9,Garkov ,-,OH,1,1,0,0,-,-42.86,1,2,1,4,-25,0,0,0,0,-,0,2,1,3,-66.67,0,0,1,1,0,0,0,0,-,0,0,0,0,-
2024,1 ,2024/5/21,1,1 ,Antalya,Türkiye,Bulgaria,France,0,3,21 ,24 ,14 ,-,-,25 ,26 ,25 ,-,-,0 ,10,Karyagin ,-,OH,3,3,0,0,-,-23.53,3,4,4,11,-9.09,0,0,0,0,-,0,3,3,6,-50,4,2,7,13,15.38,3,2,5,20,0,0,1,1,0
2024,1 ,2024/5/21,1,1 ,Antalya,Türkiye,Bulgaria,France,0,3,21 ,24 ,14 ,-,-,25 ,26 ,25 ,-,-,0 ,11,Grozdanov,C,MB,6,5,1,0,-,17.65,5,1,1,7,57.14,1,2,0,3,-33.33,0,0,7,7,0,0,0,0,0,-,2,1,3,33.33,0,0,1,1,0
2024,1 ,2024/5/21,1,1 ,Antalya,Türkiye,Bulgaria,France,0,3,21 ,24 ,14 ,-,-,25 ,26 ,25 ,-,-,0 ,12,Tatarov ,-,OH,4,4,0,0,-,-8.7,4,4,7,15,0,0,1,1,2,-50,0,1,5,6,-16.67,1,1,13,15,0,2,1,4,25,0,0,2,2,0
2024,1 ,2024/5/21,1,1 ,Antalya,Türkiye,Bulgaria,France,0,3,21 ,24 ,14 ,-,-,25 ,26 ,25 ,-,-,0 ,13,Dimitrov ,-,O,7,7,0,0,-,-7.41,7,4,7,18,16.67,0,2,1,3,-66.67,0,3,3,6,-50,0,0,0,0,-,5,0,5,100,0,1,0,1,-100
2024,1 ,2024/5/21,1,1 ,Antalya,Türkiye,Bulgaria,France,0,3,21 ,24 ,14 ,-,-,25 ,26 ,25 ,-,-,0 ,14,Bozhilov ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,7,1,10,18,33.33,1,0,1,100,0,0,4,4,0
2024,1 ,2024/5/21,1,1 ,Antalya,Türkiye,Bulgaria,France,0,3,21 ,24 ,14 ,-,-,25 ,26 ,25 ,-,-,0 ,17,Valchinov ,-,OH,0,0,0,0,-,-40,0,2,2,4,-50,0,1,0,1,-100,0,1,4,5,-20,3,0,8,11,27.27,2,0,2,100,0,0,0,0,-
