Season,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,SET,VS_SET,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,SCORING_Efficiency %,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,ATTACK_Efficiency %,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,BLOCK_Efficiency %,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,SERVE_Efficiency %,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,RECEPTION_Efficiency %,DIG_Digs,DIG_Errors,DIG_Total,DIG_Efficiency %,SET_Point,SET_Errors,SET_Attempts,SET_Total,SET_Efficiency %
2024,1,2024/5/21,1,1,Antalya,Türkiye,Bulgaria,France,0,3,21,24,14,-,-,25,26,25,-,-,0,40,34,3,3,,-55.38,34,20,25,79,238.05,3,11,7,21,-304.29,3,13,44,60,-243.34,15,4,41,60,75.98,24,9,34,512.62,26,1,50,77,-61.19
2024,1,2024/5/21,1,1,Antalya,Türkiye,Bulgaria,France,0,3,21,24,14,-,-,25,26,25,-,-,1,15,14,0,1,,7.23,14,5,10,29,269.17,0,2,2,4,-100,1,6,14,21,-236.67,8,1,12,21,123.81,8,3,12,100,11,0,18,29,42.31
2024,1,2024/5/21,1,1,Antalya,Türkiye,Bulgaria,France,0,3,21,24,14,-,-,25,26,25,-,-,2,15,10,3,2,,-25.43,10,7,11,28,120.84,3,6,3,12,-200,2,3,20,25,-58.33,4,2,12,18,68.46,13,4,17,383.33,9,0,17,26,42.86
2024,1,2024/5/21,1,1,Antalya,Türkiye,Bulgaria,France,0,3,21,24,14,-,-,25,26,25,-,-,3,10,10,0,0,,-204.05,10,8,4,22,13.33,0,3,2,5,-300,0,4,10,14,-300,3,1,17,21,28.57,3,2,5,0,6,1,15,22,-70
2024,1,2024/5/21,1,1,Antalya,Türkiye,France,Bulgaria,3,0,25,26,25,-,-,21,24,14,-,-,0,51,38,9,4,,79.89,38,7,21,66,395.37,9,11,10,30,-51.66,4,15,56,75,-145.91,17,3,27,47,74.16,19,11,36,197.05,18,0,45,63,33.96
2024,1,2024/5/21,1,1,Antalya,Türkiye,France,Bulgaria,3,0,25,26,25,-,-,21,24,14,-,-,1,17,13,3,1,,160.16,13,2,8,23,258.33,3,5,5,13,33.33,1,4,20,25,-103.33,7,1,7,15,25,7,5,13,0,8,0,14,22,42.11
2024,1,2024/5/21,1,1,Antalya,Türkiye,France,Bulgaria,3,0,25,26,25,-,-,21,24,14,-,-,2,18,14,2,2,,-13.04,14,5,10,29,216.67,2,4,3,9,-66.67,2,7,16,25,-161.9,8,2,12,22,133.33,8,3,16,236.67,5,0,24,29,21.74
2024,1,2024/5/21,1,1,Antalya,Türkiye,France,Bulgaria,3,0,25,26,25,-,-,21,24,14,-,-,3,16,11,4,1,,129.23,11,0,3,14,500,4,2,2,8,100,1,4,20,25,-129.17,2,0,8,10,64.29,4,3,7,166.67,5,0,7,12,45.45
2024,2,2024/5/21,1,1,Antalya,Türkiye,Türkiye,Canada,1,3,25,23,21,21,-,17,25,25,25,-,0,61,44,12,5,,17.21,44,12,45,101,271.82,12,14,18,44,-195,5,15,71,91,-59.23,13,12,48,73,43.57,38,19,60,385.61,13,2,84,99,14.29
2024,2,2024/5/21,1,1,Antalya,Türkiye,Türkiye,Canada,1,3,25,23,21,21,-,17,25,25,25,-,1,17,10,5,2,,5.05,10,2,12,24,76.77,5,3,6,14,-4.17,2,6,16,24,-128.33,2,1,11,14,14.29,12,3,16,350,2,0,21,23,13.33
2024,2,2024/5/21,1,1,Antalya,Türkiye,Türkiye,Canada,1,3,25,23,21,21,-,17,25,25,25,-,2,17,10,5,2,,93.01,10,2,12,24,203.57,5,2,4,11,90,2,4,18,24,-44.04,3,5,12,20,-33.34,8,5,14,120,3,1,21,25,10
2024,2,2024/5/21,1,1,Antalya,Türkiye,Türkiye,Canada,1,3,25,23,21,21,-,17,25,25,25,-,3,14,13,1,0,,60.81,13,5,10,28,157.22,1,1,5,7,-66.67,0,3,18,21,-91.67,3,4,14,21,18.89,10,8,19,100.01,4,0,24,28,17.39
2024,2,2024/5/21,1,1,Antalya,Türkiye,Türkiye,Canada,1,3,25,23,21,21,-,17,25,25,25,-,4,13,11,1,1,,1.43,11,3,11,25,351.91,1,8,3,12,-366.66,1,2,19,22,-46.66,5,2,11,18,83.33,8,3,11,366.66,4,1,18,23,15.79
2024,2,2024/5/21,1,1,Antalya,Türkiye,Canada,Türkiye,3,1,17,25,25,25,-,25,23,21,21,-,0,68,51,5,12,,8.1,51,21,44,116,168.02,5,17,18,40,-255,12,18,61,91,-68.45,13,5,58,76,33.17,38,12,54,363.64,24,0,91,115,25.26
2024,2,2024/5/21,1,1,Antalya,Türkiye,Canada,Türkiye,3,1,17,25,25,25,-,25,23,21,21,-,1,9,8,0,1,,31.92,8,7,11,26,197.78,0,4,3,7,-283.33,1,4,13,18,-100,3,2,13,18,0,11,3,17,350,5,0,22,27,23.81
2024,2,2024/5/21,1,1,Antalya,Türkiye,Canada,Türkiye,3,1,17,25,25,25,-,25,23,21,21,-,2,19,13,1,5,,0.53,13,7,12,32,112.27,1,6,7,14,-195,5,4,15,24,-15.47,2,2,16,20,8.89,11,1,12,433.33,5,0,27,32,17.24
2024,2,2024/5/21,1,1,Antalya,Türkiye,Canada,Türkiye,3,1,17,25,25,25,-,25,23,21,21,-,3,19,13,2,4,,4.7,13,4,13,30,210.95,2,4,4,10,-283.33,4,4,17,25,-33.33,5,0,13,18,86.67,9,4,14,208.33,10,0,20,30,38.46
2024,2,2024/5/21,1,1,Antalya,Türkiye,Canada,Türkiye,3,1,17,25,25,25,-,25,23,21,21,-,4,21,17,2,2,,66.78,17,3,8,28,300,2,3,4,9,-200,2,6,16,24,-106.67,3,1,16,20,39.29,7,4,11,133.33,4,0,22,26,21.05
2024,3,2024/5/21,2,1,Rio de Janeiro,Brazil,Argentina,Japan,1,3,26,22,23,19,-,24,25,25,25,-,0,67,56,9,2,,-4.56,56,12,44,112,277.48,9,36,27,72,-355.55,2,11,78,91,-96.03,17,5,62,84,11.11,36,29,67,-30.72,38,3,77,118,27.68
2024,3,2024/5/21,2,1,Rio de Janeiro,Brazil,Argentina,Japan,1,3,26,22,23,19,-,24,25,25,25,-,1,18,12,5,1,,51.87,12,4,8,24,187.51,5,4,7,16,150,1,4,21,26,-53.57,2,3,12,17,-48.33,10,8,18,-57.14,8,1,17,26,-10
2024,3,2024/5/21,2,1,Rio de Janeiro,Brazil,Argentina,Japan,1,3,26,22,23,19,-,24,25,25,25,-,2,18,16,1,1,,47.55,16,3,10,29,366.08,1,12,4,17,-535,1,1,20,22,8.33,2,1,19,22,100,7,7,14,-50,6,0,24,30,23.08
2024,3,2024/5/21,2,1,Rio de Janeiro,Brazil,Argentina,Japan,1,3,26,22,23,19,-,24,25,25,25,-,3,17,14,3,0,,-28.81,14,2,15,31,203.33,3,9,7,19,-316.67,0,4,20,24,-141.67,4,1,17,22,-31.82,11,7,20,108.33,11,1,20,32,96.84
2024,3,2024/5/21,2,1,Rio de Janeiro,Brazil,Argentina,Japan,1,3,26,22,23,19,-,24,25,25,25,-,4,14,14,0,0,,-42.31,14,3,11,28,323.33,0,11,9,20,-383.33,0,2,17,19,-70,9,0,14,23,125,8,7,15,166.67,13,1,16,30,62.88
2024,3,2024/5/21,2,1,Rio de Janeiro,Brazil,Japan,Argentina,3,1,24,25,25,25,-,26,22,23,19,-,0,81,68,8,5,,68.34,68,17,48,133,257.1,8,23,19,50,-288.71,5,14,79,98,-60.62,16,2,62,80,118.98,43,24,73,223.38,15,1,118,134,28.93
2024,3,2024/5/21,2,1,Rio de Janeiro,Brazil,Japan,Argentina,3,1,24,25,25,25,-,26,22,23,19,-,1,17,12,2,3,,32.51,12,6,11,29,234.84,2,5,4,11,-166.67,3,7,14,24,-126.2,3,1,18,22,26.79,6,6,15,-23.33,5,0,25,30,51.51
2024,3,2024/5/21,2,1,Rio de Janeiro,Brazil,Japan,Argentina,3,1,24,25,25,25,-,26,22,23,19,-,2,24,20,3,1,,131.88,20,2,9,31,396.91,3,6,7,16,-91.66,1,3,21,25,-119.04,6,1,14,21,161.9,9,7,16,66.66,3,0,28,31,15.79
2024,3,2024/5/21,2,1,Rio de Janeiro,Brazil,Japan,Argentina,3,1,24,25,25,25,-,26,22,23,19,-,3,19,17,1,1,,42,17,6,15,38,195.46,1,6,6,13,-208.33,1,2,21,24,-25,4,0,16,20,97.22,17,6,24,277.78,6,1,33,40,67.76
2024,3,2024/5/21,2,1,Rio de Janeiro,Brazil,Japan,Argentina,3,1,24,25,25,25,-,26,22,23,19,-,4,21,19,2,0,,99.21,19,3,13,35,289.89,2,6,2,10,-225,0,2,23,25,-47.62,3,0,14,17,70,11,5,18,50,1,0,32,33,3.7
2024,4,2024/5/22,2,1,Rio de Janeiro,Brazil,Cuba,Brazil,3,1,25,27,25,25,-,23,29,21,21,-,0,76,59,10,7,,20.77,59,11,33,103,307.24,10,33,29,72,-222.3,7,19,75,101,-99.1,17,4,53,74,54.3,39,20,61,163.27,20,0,89,109,48.29
2024,4,2024/5/22,2,1,Rio de Janeiro,Brazil,Cuba,Brazil,3,1,25,27,25,25,-,23,29,21,21,-,1,15,11,3,1,,53.78,11,3,11,25,369.09,3,12,5,20,-286.9,1,3,20,24,-58.33,5,0,11,16,96.67,9,4,13,513.33,4,0,21,25,65
2024,4,2024/5/22,2,1,Rio de Janeiro,Brazil,Cuba,Brazil,3,1,25,27,25,25,-,23,29,21,21,-,2,21,16,1,4,,7.85,16,4,5,25,250,1,9,6,16,-325,4,4,20,28,-130,5,4,13,22,20.83,8,4,13,100,3,0,23,26,17.65
2024,4,2024/5/22,2,1,Rio de Janeiro,Brazil,Cuba,Brazil,3,1,25,27,25,25,-,23,29,21,21,-,3,20,15,4,1,,49.65,15,1,9,25,313.89,4,8,8,20,-88.89,1,7,16,24,-150,2,0,16,18,25.4,11,4,15,200,4,0,24,28,25
2024,4,2024/5/22,2,1,Rio de Janeiro,Brazil,Cuba,Brazil,3,1,25,27,25,25,-,23,29,21,21,-,4,20,17,2,1,,-20.17,17,3,8,28,297.78,2,4,10,16,-63.33,1,5,19,25,-95,5,0,13,18,78.57,11,8,20,147.62,9,0,21,30,128.57
2024,4,2024/5/22,2,1,Rio de Janeiro,Brazil,Brazil,Cuba,1,3,23,29,21,21,-,25,27,25,25,-,0,68,60,4,4,,-3.74,60,15,49,124,233.74,4,27,23,54,-278.34,4,21,70,95,-150.84,16,7,59,82,-11.37,37,28,67,266.66,33,0,90,123,61.76
2024,4,2024/5/22,2,1,Rio de Janeiro,Brazil,Brazil,Cuba,1,3,23,29,21,21,-,25,27,25,25,-,1,18,17,1,0,,-7.01,17,5,10,32,165.76,1,3,6,10,-53.33,0,8,16,24,-213.34,3,1,17,21,22.62,10,8,19,233.33,6,0,26,32,20.69
2024,4,2024/5/22,2,1,Rio de Janeiro,Brazil,Brazil,Cuba,1,3,23,29,21,21,-,25,27,25,25,-,2,23,17,2,4,,126.31,17,1,12,30,360.56,2,10,4,16,-216.67,4,6,18,28,-53.33,4,4,16,24,24.24,6,4,10,33.33,10,0,19,29,86.36
2024,4,2024/5/22,2,1,Rio de Janeiro,Brazil,Brazil,Cuba,1,3,23,29,21,21,-,25,27,25,25,-,3,13,13,0,0,,-82.73,13,5,14,32,102.69,0,8,6,14,-325,0,4,18,22,-130.95,5,1,11,17,179.17,12,6,19,208.33,7,0,25,32,47.78
2024,4,2024/5/22,2,1,Rio de Janeiro,Brazil,Brazil,Cuba,1,3,23,29,21,21,-,25,27,25,25,-,4,14,13,1,0,,-31.09,13,4,13,30,149.53,1,6,7,14,-183.33,0,3,18,21,-100,4,1,15,20,-27.38,9,10,19,-83.33,10,0,20,30,87.5
2024,5,2024/5/22,1,1,Antalya,Türkiye,Netherlands,Slovenia,2,3,33,22,25,21,25,31,25,20,25,27,0,84,65,10,9,,-39.89,65,19,53,137,185.16,10,26,22,58,-418.5,9,31,86,126,-143.31,17,11,72,100,-131.54,44,21,70,366.44,28,0,110,138,58.33
2024,5,2024/5/22,1,1,Antalya,Türkiye,Netherlands,Slovenia,2,3,33,22,25,21,25,31,25,20,25,27,1,23,19,3,1,,2.46,19,3,13,35,224.64,3,6,5,14,-200,1,8,24,33,-178.33,4,4,16,24,-92.86,13,7,22,198.33,4,0,29,33,13.79
2024,5,2024/5/22,1,1,Antalya,Türkiye,Netherlands,Slovenia,2,3,33,22,25,21,25,31,25,20,25,27,2,16,12,2,2,,-32.61,12,5,9,26,79.64,2,5,2,9,-150,2,6,14,22,-111.67,1,1,19,21,16.67,5,5,11,-50,9,0,18,27,83.75
2024,5,2024/5/22,1,1,Antalya,Türkiye,Netherlands,Slovenia,2,3,33,22,25,21,25,31,25,20,25,27,3,16,11,1,4,,47.65,11,1,7,19,350,1,6,2,9,-300,4,6,15,25,-77.38,3,1,10,14,30.96,5,2,8,300,4,0,16,20,28.57
2024,5,2024/5/22,1,1,Antalya,Türkiye,Netherlands,Slovenia,2,3,33,22,25,21,25,31,25,20,25,27,4,12,10,0,2,,-17.38,10,6,14,30,170.55,0,6,6,12,-280,2,3,16,21,-16.67,4,2,14,20,-53.81,13,4,18,250,5,0,26,31,46.05
2024,5,2024/5/22,1,1,Antalya,Türkiye,Netherlands,Slovenia,2,3,33,22,25,21,25,31,25,20,25,27,5,17,13,4,0,,-113.89,13,4,10,27,181.94,4,3,7,14,-60,0,8,17,25,-285,5,3,13,21,8.33,8,3,11,260,6,0,21,27,27.27
2024,5,2024/5/22,1,1,Antalya,Türkiye,Slovenia,Netherlands,3,2,31,25,20,25,27,33,22,25,21,25,0,84,65,8,11,,61.58,65,20,51,136,230.12,8,24,31,63,-147.22,11,28,89,128,-92.37,18,9,68,95,-21.71,45,28,78,226.78,38,2,98,138,33.33
2024,5,2024/5/22,1,1,Antalya,Türkiye,Slovenia,Netherlands,3,2,31,25,20,25,27,33,22,25,21,25,1,21,16,1,4,,35.26,16,5,15,36,210.45,1,10,6,17,-350,4,7,20,31,-80,6,1,18,25,45.45,10,4,16,220,9,0,28,37,33.33
2024,5,2024/5/22,1,1,Antalya,Türkiye,Slovenia,Netherlands,3,2,31,25,20,25,27,33,22,25,21,25,2,15,13,1,1,,52.69,13,4,6,23,214.29,1,2,4,7,-150,1,4,20,25,-123.33,1,2,13,16,-100,10,7,17,83.34,5,0,18,23,33.33
2024,5,2024/5/22,1,1,Antalya,Türkiye,Slovenia,Netherlands,3,2,31,25,20,25,27,33,22,25,21,25,3,14,12,1,1,,8.34,12,2,5,19,257.5,1,4,6,11,-166.67,1,6,13,20,-158.33,3,4,12,19,-54.17,5,5,10,0,7,1,12,20,31.58
2024,5,2024/5/22,1,1,Antalya,Türkiye,Slovenia,Netherlands,3,2,31,25,20,25,27,33,22,25,21,25,4,18,13,3,2,,60.94,13,3,15,31,185.83,3,3,7,13,8.33,2,5,18,25,-100,5,2,11,18,-36.67,12,5,19,200,9,1,20,30,32
2024,5,2024/5/22,1,1,Antalya,Türkiye,Slovenia,Netherlands,3,2,31,25,20,25,27,33,22,25,21,25,5,16,11,2,3,,-39.75,11,6,10,27,177.54,2,5,8,15,-116.67,3,6,18,27,-79.16,3,0,14,17,75,8,7,16,150.01,8,0,20,28,36.36
2024,6,2024/5/22,1,1,Antalya,Türkiye,USA,Poland,0,3,22,15,24,-,-,25,25,26,-,-,0,43,34,3,6,,-30.76,34,12,32,78,271.08,3,13,11,27,-235.56,6,14,43,63,-182.9,13,8,42,63,67.89,17,10,35,-12.61,13,1,64,78,30.66
2024,6,2024/5/22,1,1,Antalya,Türkiye,USA,Poland,0,3,22,15,24,-,-,25,25,26,-,-,1,16,13,1,2,,-3.34,13,5,10,28,234.85,1,3,3,7,-100,2,6,15,23,-175,8,0,13,21,275.38,3,3,9,-16.67,7,0,22,29,53.97
2024,6,2024/5/22,1,1,Antalya,Türkiye,USA,Poland,0,3,22,15,24,-,-,25,25,26,-,-,2,10,9,1,0,,-67.5,9,5,7,21,150,1,3,1,5,-200,0,2,13,15,-83.33,4,4,13,21,-58.33,4,4,8,-66.67,3,1,16,20,13.33
2024,6,2024/5/22,1,1,Antalya,Türkiye,USA,Poland,0,3,22,15,24,-,-,25,25,26,-,-,3,17,12,1,4,,-41.7,12,2,15,29,118.89,1,7,7,15,-175,4,6,15,25,-70,1,4,16,21,-27.27,10,3,18,260,3,0,26,29,13.64
2024,6,2024/5/22,1,1,Antalya,Türkiye,Poland,USA,3,0,25,25,26,-,-,22,15,24,-,-,0,54,40,6,8,,137.7,40,9,24,73,259.61,6,8,15,29,-60.71,8,11,55,74,-40.45,4,6,39,49,-40,26,13,46,293.44,13,0,57,70,41.16
2024,6,2024/5/22,1,1,Antalya,Türkiye,Poland,USA,3,0,25,25,26,-,-,22,15,24,-,-,1,15,14,1,0,,83.88,14,4,4,22,319.53,1,1,5,7,0,0,3,21,24,-83.33,1,2,14,17,-25,7,5,14,200,3,0,19,22,34.85
2024,6,2024/5/22,1,1,Antalya,Türkiye,Poland,USA,3,0,25,25,26,-,-,22,15,24,-,-,2,20,12,4,4,,163.66,12,2,4,18,358.33,4,5,4,13,-33.33,4,4,17,25,-35.71,1,0,12,13,25,3,2,8,-50,5,0,12,17,35.71
2024,6,2024/5/22,1,1,Antalya,Türkiye,Poland,USA,3,0,25,25,26,-,-,22,15,24,-,-,3,19,14,1,4,,76.28,14,3,16,33,66.66,1,2,6,9,-50,4,4,17,25,-41.67,2,4,13,19,-31.67,16,6,24,231.67,5,0,26,31,20.83
2024,7,2024/5/22,2,1,Rio de Janeiro,Brazil,Germany,Italy,0,3,21,18,23,-,-,25,25,25,-,-,0,41,31,6,4,,-116.29,31,11,36,78,93.96,6,12,19,37,-97.14,4,15,45,64,-213.5,8,4,46,58,58.33,22,20,44,-61.11,14,0,64,78,23.33
2024,7,2024/5/22,2,1,Rio de Janeiro,Brazil,Germany,Italy,0,3,21,18,23,-,-,25,25,25,-,-,1,12,7,3,2,,11.11,7,3,14,24,138.33,3,6,7,16,-100,2,4,15,21,-75,0,3,15,18,-33.33,8,5,15,275,1,0,23,24,6.25
2024,7,2024/5/22,2,1,Rio de Janeiro,Brazil,Germany,Italy,0,3,21,18,23,-,-,25,25,25,-,-,2,13,13,0,0,,-161.64,13,4,15,32,122.12,0,4,8,12,-208.33,0,7,13,20,-306.66,3,0,18,21,37.5,10,5,15,166.67,9,0,22,31,36
2024,7,2024/5/22,2,1,Rio de Janeiro,Brazil,Germany,Italy,0,3,21,18,23,-,-,25,25,25,-,-,3,16,11,3,2,,48.79,11,4,7,22,222.62,3,2,4,9,100,2,4,17,23,-100,5,1,13,19,93.33,4,10,14,-333.33,4,0,19,23,21.05
2024,7,2024/5/22,2,1,Rio de Janeiro,Brazil,Italy,Germany,3,0,25,25,25,-,-,21,18,23,-,-,0,55,44,7,4,,42.59,44,11,30,85,303.58,7,11,20,38,-179.52,4,16,54,74,-200.84,13,4,32,49,167.92,33,15,49,265.73,21,0,57,78,61.9
2024,7,2024/5/22,2,1,Rio de Janeiro,Brazil,Italy,Germany,3,0,25,25,25,-,-,21,18,23,-,-,1,19,15,1,3,,-5.24,15,5,11,31,144.17,1,3,5,9,-150,3,7,15,25,-150,5,2,10,17,55.96,14,3,18,366.66,6,0,25,31,52.56
2024,7,2024/5/22,2,1,Rio de Janeiro,Brazil,Italy,Germany,3,0,25,25,25,-,-,21,18,23,-,-,2,17,14,3,0,,73.64,14,2,13,29,269.17,3,4,9,16,-50,0,3,21,24,-83.33,5,0,8,13,108.33,12,7,19,199.99,9,0,16,25,40.91
2024,7,2024/5/22,2,1,Rio de Janeiro,Brazil,Italy,Germany,3,0,25,25,25,-,-,21,18,23,-,-,3,19,15,3,1,,-38.34,15,4,6,25,204.44,3,4,6,13,-266.67,1,6,18,25,-275,3,2,14,19,91.67,7,5,12,16.67,6,0,16,22,27.27
2024,8,2024/5/23,2,1,Rio de Janeiro,Brazil,Iran,Serbia,1,3,25,25,19,18,-,27,17,25,25,-,0,60,45,9,6,,-101.62,45,20,32,97,133.65,9,17,17,43,-107.54,6,19,63,88,-134.28,20,5,46,71,57.86,30,26,62,-93.43,22,2,78,102,6.28
2024,8,2024/5/23,2,1,Rio de Janeiro,Brazil,Iran,Serbia,1,3,25,25,19,18,-,27,17,25,25,-,1,18,12,3,3,,-92.1,12,7,8,27,80.95,3,6,5,14,-90,3,5,17,25,-36.9,6,0,15,21,126.67,7,8,16,0,5,1,23,29,17.39
2024,8,2024/5/23,2,1,Rio de Janeiro,Brazil,Iran,Serbia,1,3,25,25,19,18,-,27,17,25,25,-,2,16,14,2,0,,89.37,14,1,10,25,313.81,2,2,4,8,83.33,0,5,20,25,-141.66,3,0,9,12,83.33,13,7,22,100,8,0,17,25,40
2024,8,2024/5/23,2,1,Rio de Janeiro,Brazil,Iran,Serbia,1,3,25,25,19,18,-,27,17,25,25,-,3,14,11,1,2,,-2.22,11,6,9,26,107.26,1,6,7,14,-233.34,2,3,14,19,-25,6,3,11,20,56.67,8,5,14,75,6,1,21,28,-72.73
2024,8,2024/5/23,2,1,Rio de Janeiro,Brazil,Iran,Serbia,1,3,25,25,19,18,-,27,17,25,25,-,4,12,8,3,1,,-242.31,8,6,5,19,-142.23,3,3,1,7,-50,1,6,12,19,-289.29,5,2,11,18,38.57,2,6,10,-166.67,3,0,17,20,34.29
2024,8,2024/5/23,2,1,Rio de Janeiro,Brazil,Serbia,Iran,3,1,27,17,25,25,-,25,25,19,18,-,0,65,48,12,5,,-100.97,48,13,37,98,242.13,12,17,15,44,-100,5,22,66,93,-258.25,14,6,49,69,39.1,27,22,55,1.67,27,1,69,97,35.21
2024,8,2024/5/23,2,1,Rio de Janeiro,Brazil,Serbia,Iran,3,1,27,17,25,25,-,25,25,19,18,-,1,17,14,3,0,,11.44,14,3,10,27,285.24,3,3,4,10,133.34,0,6,21,27,-236.67,5,3,12,20,70,8,9,17,-53.34,8,1,18,27,-10
2024,8,2024/5/23,2,1,Rio de Janeiro,Brazil,Serbia,Iran,3,1,27,17,25,25,-,25,25,19,18,-,2,11,11,0,0,,-129.16,11,6,11,28,205,0,5,2,7,-433.33,0,5,12,17,-266.67,4,0,16,20,61.67,9,5,18,50,9,0,20,29,40.91
2024,8,2024/5/23,2,1,Rio de Janeiro,Brazil,Serbia,Iran,3,1,27,17,25,25,-,25,25,19,18,-,3,20,12,5,3,,51.61,12,1,11,24,225,5,7,6,18,-83.33,3,5,17,25,-36.67,2,2,12,16,0,5,3,10,100,7,0,16,23,135.29
2024,8,2024/5/23,2,1,Rio de Janeiro,Brazil,Serbia,Iran,3,1,27,17,25,25,-,25,25,19,18,-,4,17,11,4,2,,70,11,3,5,19,196.67,4,2,3,9,50,2,6,16,24,-141.66,3,1,9,13,45,5,5,10,-100,3,0,15,18,41.67
2024,9,2024/5/23,1,1,Antalya,Türkiye,Slovenia,France,3,1,25,25,23,25,-,18,22,25,21,-,0,63,47,9,7,,18.04,47,11,35,93,203.64,9,20,18,47,-129.48,7,23,69,99,-99.77,12,7,49,68,-32.91,29,13,48,109.37,27,1,67,95,33.77
2024,9,2024/5/23,1,1,Antalya,Türkiye,Slovenia,France,3,1,25,25,23,25,-,18,22,25,21,-,1,15,11,3,1,,40.64,11,1,6,18,334.53,3,3,4,10,-66.67,1,8,16,25,-170.83,3,2,10,15,-71.42,6,2,8,300,6,0,13,19,40
2024,9,2024/5/23,1,1,Antalya,Türkiye,Slovenia,France,3,1,25,25,23,25,-,18,22,25,21,-,2,14,10,3,1,,-8.29,10,2,9,21,214.29,3,6,7,16,-166.67,1,5,19,25,-108.33,1,1,13,15,-13.33,7,4,13,100,6,0,15,21,37.5
2024,9,2024/5/23,1,1,Antalya,Türkiye,Slovenia,France,3,1,25,25,23,25,-,18,22,25,21,-,3,17,12,1,4,,-14.8,12,5,9,26,107.74,1,7,1,9,-166.67,4,6,13,23,-116.67,2,2,15,19,-73.21,4,4,9,0,6,0,19,25,30
2024,9,2024/5/23,1,1,Antalya,Türkiye,Slovenia,France,3,1,25,25,23,25,-,18,22,25,21,-,4,17,14,2,1,,43.94,14,3,11,28,149.69,2,4,6,12,-66.67,1,4,21,26,-94.04,6,2,11,19,69.17,12,3,18,243.33,9,1,20,30,30.77
2024,9,2024/5/23,1,1,Antalya,Türkiye,France,Slovenia,1,3,18,22,25,21,-,25,25,23,25,-,0,57,43,7,7,,-8.02,43,21,39,103,197.27,7,14,16,37,-145.72,7,19,61,87,-160.47,8,7,61,76,22.1,28,21,53,166.03,23,2,76,101,44.36
2024,9,2024/5/23,1,1,Antalya,Türkiye,France,Slovenia,1,3,18,22,25,21,-,25,25,23,25,-,1,9,7,0,2,,-41.66,7,7,7,21,50,0,4,2,6,-250,2,4,13,19,-61.67,0,1,16,17,-14.29,5,3,8,266.67,4,1,17,22,39.29
2024,9,2024/5/23,1,1,Antalya,Türkiye,France,Slovenia,1,3,18,22,25,21,-,25,25,23,25,-,2,16,14,1,1,,4.45,14,5,11,30,287.5,1,4,2,7,-200,1,7,14,22,-241.67,1,1,18,20,5.71,9,4,13,300,7,1,21,29,30
2024,9,2024/5/23,1,1,Antalya,Türkiye,France,Slovenia,1,3,18,22,25,21,-,25,25,23,25,-,3,16,11,3,2,,34.75,11,1,6,18,337.5,3,4,7,14,-95,2,6,17,25,-147.62,4,4,9,17,-20,5,8,13,-233.33,4,0,14,18,26.67
2024,9,2024/5/23,1,1,Antalya,Türkiye,France,Slovenia,1,3,18,22,25,21,-,25,25,23,25,-,4,16,11,3,2,,-42.03,11,8,15,34,-22.73,3,2,5,10,50,2,2,17,21,-13.33,3,1,18,22,37.5,9,6,19,83.34,8,0,24,32,58.24
2024,10,2024/5/23,1,1,Antalya,Türkiye,Canada,Poland,1,3,25,20,23,21,-,18,25,25,25,-,0,63,54,4,5,,74.51,54,9,34,97,367.23,4,21,18,43,-362.11,5,16,70,91,-150.94,9,8,60,77,-48.2,26,9,37,470.45,32,1,64,97,74.61
2024,10,2024/5/23,1,1,Antalya,Türkiye,Canada,Poland,1,3,25,20,23,21,-,18,25,25,25,-,1,15,12,2,1,,-1.97,12,1,5,18,240,2,6,2,10,-333.33,1,5,20,26,-122.37,3,0,10,13,122.22,7,2,9,233.33,5,0,12,17,35.71
2024,10,2024/5/23,1,1,Antalya,Türkiye,Canada,Poland,1,3,25,20,23,21,-,18,25,25,25,-,2,16,13,2,1,,-28.89,13,2,6,21,250.01,2,4,3,9,-58.33,1,4,15,20,-220,2,6,14,22,-41.66,2,3,7,-50,8,0,12,20,96.15
2024,10,2024/5/23,1,1,Antalya,Türkiye,Canada,Poland,1,3,25,20,23,21,-,18,25,25,25,-,3,17,16,0,1,,15.4,16,2,14,32,296.67,0,6,8,14,-250,1,2,21,24,-58.33,2,1,17,20,33.33,11,3,14,400,12,1,21,34,39.29
2024,10,2024/5/23,1,1,Antalya,Türkiye,Canada,Poland,1,3,25,20,23,21,-,18,25,25,25,-,4,15,13,0,2,,-79.76,13,4,9,26,176.11,0,5,5,10,-250,2,5,14,21,-121.66,2,1,19,22,8.34,6,1,7,300,7,0,19,26,47.79
2024,10,2024/5/23,1,1,Antalya,Türkiye,Poland,Canada,3,1,18,25,25,25,-,25,20,23,21,-,0,71,58,5,8,,34.06,58,12,27,97,264.65,5,15,14,34,-275.24,8,16,69,93,-126.82,9,5,61,75,21.22,25,18,50,145.67,14,0,82,96,17.28
