Season,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,SET,VS_SET,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,SCORING_Efficiency %,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,ATTACK_Efficiency %,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,BLOCK_Efficiency %,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,SERVE_Efficiency %,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,RECEPTION_Efficiency %,DIG_Digs,DIG_Errors,DIG_Total,DIG_Efficiency %,SET_Point,SET_Errors,SET_Attempts,SET_Total,SET_Efficiency %
2024,24,2024/5/25,2,1,Rio de Janeiro,Brazil,Japan,Italy,1,3,25,16,17,17,-,23,25,25,25,-,4,8,6,0,2,,-77.73,6,1,5,12,266.67,0,1,3,4,-50,2,3,13,18,-150,2,3,11,16,66.67,2,3,6,-100,1,8,11,20,-175
2024,24,2024/5/25,2,1,Rio de Janeiro,Brazil,Italy,Japan,3,1,23,25,25,25,-,25,16,17,17,-,0,70,49,15,6,,12.75,49,7,45,101,219.75,15,15,25,55,-39.3,6,18,74,98,-85.48,15,3,46,64,181.42,34,18,55,218.69,18,6,77,101,13.64
2024,24,2024/5/25,2,1,Rio de Janeiro,Brazil,Italy,Japan,3,1,23,25,25,25,-,25,16,17,17,-,1,17,11,4,2,,-48.9,11,6,17,34,95.83,4,7,8,19,-60,2,4,18,24,-71.67,4,0,18,22,67.62,13,5,18,216.67,4,0,29,33,13.33
2024,24,2024/5/25,2,1,Rio de Janeiro,Brazil,Italy,Japan,3,1,23,25,25,25,-,25,16,17,17,-,2,22,17,5,0,,94.74,17,0,17,34,236.12,5,6,7,18,-55.96,0,4,20,24,-111.9,5,0,11,16,157.5,14,5,20,216.67,6,0,24,30,23.08
2024,24,2024/5/25,2,1,Rio de Janeiro,Brazil,Italy,Japan,3,1,23,25,25,25,-,25,16,17,17,-,3,18,12,6,0,,95.42,12,1,7,20,329.53,6,1,8,15,158.33,0,6,20,26,-178.33,1,1,12,14,30,5,6,12,-100,5,0,14,19,31.25
2024,24,2024/5/25,2,1,Rio de Janeiro,Brazil,Italy,Japan,3,1,23,25,25,25,-,25,16,17,17,-,4,13,9,0,4,,95.74,9,0,4,13,300,0,1,2,3,-100,4,4,16,24,-58.33,5,2,5,12,150,2,2,5,-50,3,6,10,19,-18.75
2024,25,2024/5/25,2,1,Rio de Janeiro,Brazil,Argentina,Germany,3,1,21,25,25,25,-,25,19,21,21,-,0,70,51,18,1,,-40.15,51,15,34,100,146.45,18,27,25,70,-217.43,1,10,84,95,-119.56,12,3,53,68,55.98,31,27,65,136.88,35,1,65,101,71.15
2024,25,2024/5/25,2,1,Rio de Janeiro,Brazil,Argentina,Germany,3,1,21,25,25,25,-,25,19,21,21,-,1,16,12,4,0,,6.79,12,8,10,30,36.67,4,3,9,16,5,0,3,19,22,-183.33,5,1,15,21,83.33,10,9,19,-50,6,1,23,30,24.18
2024,25,2024/5/25,2,1,Rio de Janeiro,Brazil,Argentina,Germany,3,1,21,25,25,25,-,25,19,21,21,-,2,18,13,4,1,,-56.78,13,2,10,25,269.44,4,9,3,16,-237.5,1,3,20,24,-120,3,0,12,15,114.29,5,5,11,-55,8,0,16,24,146.67
2024,25,2024/5/25,2,1,Rio de Janeiro,Brazil,Argentina,Germany,3,1,21,25,25,25,-,25,19,21,21,-,3,19,13,6,0,,64.04,13,3,7,23,270,6,6,6,18,-107.14,0,2,23,25,-53.33,3,2,11,16,10,9,6,18,158.33,9,0,16,25,92.11
2024,25,2024/5/25,2,1,Rio de Janeiro,Brazil,Argentina,Germany,3,1,21,25,25,25,-,25,19,21,21,-,4,17,13,4,0,,30.56,13,2,7,22,357.14,4,9,7,20,-113.33,0,2,22,24,-83.33,1,0,15,16,16.67,7,7,17,250,12,0,10,22,135
2024,25,2024/5/25,2,1,Rio de Janeiro,Brazil,Germany,Argentina,1,3,25,19,21,21,-,21,25,25,25,-,0,66,56,7,3,,-48.48,56,25,38,119,278.32,7,12,18,37,-196.67,3,19,65,87,-333.89,15,1,69,85,69.88,33,29,65,122.94,33,0,86,119,74.07
2024,25,2024/5/25,2,1,Rio de Janeiro,Brazil,Germany,Argentina,1,3,25,19,21,21,-,21,25,25,25,-,1,15,12,2,1,,124.94,12,6,11,29,217.43,2,3,5,10,-166.67,1,3,20,24,-66.67,3,0,16,19,42.86,9,6,15,-107.14,7,0,23,30,30.43
2024,25,2024/5/25,2,1,Rio de Janeiro,Brazil,Germany,Argentina,1,3,25,19,21,21,-,21,25,25,25,-,2,16,14,2,0,,-86.62,14,6,7,27,178.1,2,4,6,12,-213.33,0,5,15,20,-258.33,2,1,18,21,-0.83,6,7,14,-16.67,7,0,20,27,71.25
2024,25,2024/5/25,2,1,Rio de Janeiro,Brazil,Germany,Argentina,1,3,25,19,21,21,-,21,25,25,25,-,3,18,14,2,2,,-87.57,14,7,11,32,88.94,2,4,5,11,8.33,2,5,14,21,-183.34,3,0,20,23,118.18,9,7,17,53.33,11,0,21,32,37.93
2024,25,2024/5/25,2,1,Rio de Janeiro,Brazil,Germany,Argentina,1,3,25,19,21,21,-,21,25,25,25,-,4,17,16,1,0,,-50.72,16,6,9,31,36.51,1,1,2,4,0,0,6,16,22,-236.66,7,0,15,22,73.33,9,9,19,-85.71,8,0,22,30,34.78
2024,26,2024/5/26,2,1,Rio de Janeiro,Brazil,Cuba,Iran,3,1,25,14,25,25,-,20,25,21,21,-,0,69,53,9,7,,-41.34,53,13,41,107,283.94,9,31,26,66,-250.48,7,15,66,88,-96.38,11,6,57,74,3.52,35,15,52,325.69,20,1,88,109,40.73
2024,26,2024/5/26,2,1,Rio de Janeiro,Brazil,Cuba,Iran,3,1,25,14,25,25,-,20,25,21,21,-,1,19,14,2,3,,46.26,14,2,9,25,339.29,2,9,7,18,-183.34,3,5,17,25,-79.17,5,0,10,15,126.67,8,3,11,160,6,0,18,24,28.57
2024,26,2024/5/26,2,1,Rio de Janeiro,Brazil,Cuba,Iran,3,1,25,14,25,25,-,20,25,21,21,-,2,10,7,3,0,,-118.45,7,4,10,21,133.34,3,7,1,11,-266.67,0,4,10,14,-216.66,2,3,17,22,-25,4,5,9,-100,4,1,19,24,29.09
2024,26,2024/5/26,2,1,Rio de Janeiro,Brazil,Cuba,Iran,3,1,25,14,25,25,-,20,25,21,21,-,3,19,14,3,2,,32.32,14,3,14,31,250,3,8,7,18,-233.33,2,2,21,25,-25,3,1,13,17,-4.76,12,4,17,550,7,0,22,29,26.92
2024,26,2024/5/26,2,1,Rio de Janeiro,Brazil,Cuba,Iran,3,1,25,14,25,25,-,20,25,21,21,-,4,21,18,1,2,,-47.57,18,4,8,30,61.1,1,7,11,19,-140,2,4,18,24,-113.33,1,2,17,20,-11.11,11,3,15,320,3,0,29,32,12.5
2024,26,2024/5/26,2,1,Rio de Janeiro,Brazil,Iran,Cuba,1,3,20,25,21,21,-,25,14,25,25,-,0,61,51,4,6,,37.61,51,14,39,104,277.29,4,22,25,51,-274.39,6,14,68,88,-68.45,18,7,48,73,49.66,34,19,59,358.88,20,1,86,107,9.42
2024,26,2024/5/26,2,1,Rio de Janeiro,Brazil,Iran,Cuba,1,3,20,25,21,21,-,25,14,25,25,-,1,13,12,1,0,,-89.39,12,3,10,25,230.36,1,5,6,12,-93.33,0,5,15,20,-258.33,7,3,10,20,16.67,7,7,15,0,4,0,22,26,25
2024,26,2024/5/26,2,1,Rio de Janeiro,Brazil,Iran,Cuba,1,3,20,25,21,21,-,25,14,25,25,-,2,17,13,1,3,,73.94,13,3,3,19,275,1,5,6,12,-266.67,3,3,19,25,5.71,4,0,6,10,116.67,10,0,11,466.67,6,1,15,22,-14.71
2024,26,2024/5/26,2,1,Rio de Janeiro,Brazil,Iran,Cuba,1,3,20,25,21,21,-,25,14,25,25,-,3,17,15,1,1,,95.83,15,5,12,32,223.93,1,5,9,15,-183.33,1,4,16,21,-135.71,5,2,16,23,40,11,6,19,200,6,0,26,32,24
2024,26,2024/5/26,2,1,Rio de Janeiro,Brazil,Iran,Cuba,1,3,20,25,21,21,-,25,14,25,25,-,4,14,11,1,2,,-50,11,3,14,28,219.99,1,7,4,12,-300,2,2,18,22,-18.33,2,2,16,20,-13.33,6,6,14,66.67,4,0,23,27,30.15
2024,27,2024/5/26,1,1,Antalya,Türkiye,Slovenia,Poland,3,0,25,25,25,-,-,20,21,18,-,-,0,57,46,3,8,,65.78,46,8,19,73,343.65,3,14,15,32,-256.66,8,10,55,73,-18.18,8,2,39,49,132.3,25,9,40,347.63,18,0,54,72,32.73
2024,27,2024/5/26,1,1,Antalya,Türkiye,Slovenia,Poland,3,0,25,25,25,-,-,20,21,18,-,-,1,19,17,1,1,,30.85,17,3,4,24,366.67,1,5,2,8,-150,1,5,18,24,-125,2,0,17,19,32.5,7,1,8,200,5,0,20,25,23.81
2024,27,2024/5/26,1,1,Antalya,Türkiye,Slovenia,Poland,3,0,25,25,25,-,-,20,21,18,-,-,2,18,15,0,3,,66.32,15,3,11,29,176.67,0,4,8,12,-186.67,3,1,21,25,28.57,3,1,10,14,36.67,12,4,19,363.33,5,0,22,27,27.78
2024,27,2024/5/26,1,1,Antalya,Türkiye,Slovenia,Poland,3,0,25,25,25,-,-,20,21,18,-,-,3,20,14,2,4,,68.69,14,2,4,20,236.66,2,5,5,12,-91.67,4,4,16,24,-21.67,3,1,12,16,125,6,4,13,200.01,8,0,12,20,50
2024,27,2024/5/26,1,1,Antalya,Türkiye,Poland,Slovenia,0,3,20,21,18,-,-,25,25,25,-,-,0,45,38,5,2,,37.12,38,7,30,75,435.18,5,18,8,31,-402.97,2,12,47,61,-165.11,9,8,46,63,-16.14,23,11,36,362.5,20,1,55,76,32.2
2024,27,2024/5/26,1,1,Antalya,Türkiye,Poland,Slovenia,0,3,20,21,18,-,-,25,25,25,-,-,1,14,12,2,0,,33.33,12,4,7,23,235.24,2,7,1,10,-233.33,0,2,19,21,-83.33,4,1,14,19,-35,5,6,11,-100,6,0,17,23,46.15
2024,27,2024/5/26,1,1,Antalya,Türkiye,Poland,Slovenia,0,3,20,21,18,-,-,25,25,25,-,-,2,19,16,2,1,,-7.15,16,0,13,29,483.33,2,7,5,14,-210,1,7,13,21,-266.67,2,3,19,24,46.67,11,3,15,283.33,5,0,24,29,20
2024,27,2024/5/26,1,1,Antalya,Türkiye,Poland,Slovenia,0,3,20,21,18,-,-,25,25,25,-,-,3,12,10,1,1,,23.1,10,3,10,23,250,1,4,2,7,-60,1,3,15,19,-66.66,3,4,13,20,-8.33,7,2,10,350,9,1,14,24,38.1
2024,28,2024/5/26,2,1,Rio de Janeiro,Brazil,Brazil,Italy,2,3,25,15,25,17,13,17,25,22,25,15,0,68,54,13,1,,-44.58,54,20,38,112,145.41,13,22,20,55,-236.11,1,16,79,96,-103.09,11,9,64,84,-52.53,30,18,60,230.25,19,0,93,112,36.67
2024,28,2024/5/26,2,1,Rio de Janeiro,Brazil,Brazil,Italy,2,3,25,15,25,17,13,17,25,22,25,15,1,20,12,7,1,,97.86,12,1,9,22,279.44,7,4,2,13,100,1,5,18,24,-100,1,1,12,14,22.22,7,3,12,225,4,0,19,23,20
2024,28,2024/5/26,2,1,Rio de Janeiro,Brazil,Brazil,Italy,2,3,25,15,25,17,13,17,25,22,25,15,2,13,13,0,0,,-97.93,13,5,9,27,150.83,0,4,8,12,-175,0,5,11,16,-216.66,3,2,18,23,83.33,7,5,14,125,4,0,22,26,51.11
2024,28,2024/5/26,2,1,Rio de Janeiro,Brazil,Brazil,Italy,2,3,25,15,25,17,13,17,25,22,25,15,3,17,15,2,0,,-68.98,15,8,11,34,51.11,2,2,5,9,-83.33,0,3,21,24,-72.62,3,1,14,18,34.29,12,3,20,391.67,6,0,28,34,24
2024,28,2024/5/26,2,1,Rio de Janeiro,Brazil,Brazil,Italy,2,3,25,15,25,17,13,17,25,22,25,15,4,13,10,3,0,,21.75,10,5,5,20,173.33,3,5,3,11,-233.33,0,1,17,18,-25,3,5,13,21,-134.45,3,4,10,0,4,0,16,20,25
2024,28,2024/5/26,2,1,Rio de Janeiro,Brazil,Brazil,Italy,2,3,25,15,25,17,13,17,25,22,25,15,5,5,4,1,0,,-112.5,4,1,4,9,133.33,1,7,2,10,-300,0,2,12,14,-133.33,1,0,7,8,100,1,3,4,-200,1,0,8,9,16.67
2024,28,2024/5/26,2,1,Rio de Janeiro,Brazil,Italy,Brazil,3,2,17,25,22,25,15,25,15,25,17,13,0,77,59,9,9,,13.22,59,18,38,115,399.81,9,20,19,48,-213.8,9,20,75,104,-169.41,23,1,56,80,215.6,28,21,60,2.44,20,1,94,115,20.43
2024,28,2024/5/26,2,1,Rio de Janeiro,Brazil,Italy,Brazil,3,2,17,25,22,25,15,25,15,25,17,13,1,11,10,0,1,,-11.11,10,8,6,24,307.14,0,4,5,9,-200,1,4,13,18,-150,3,1,15,19,105.96,7,5,14,-116.67,1,0,23,24,5.56
2024,28,2024/5/26,2,1,Rio de Janeiro,Brazil,Italy,Brazil,3,2,17,25,22,25,15,25,15,25,17,13,2,18,13,3,2,,72.29,13,1,11,25,377.78,3,5,5,13,-125,2,1,21,24,-19.04,4,0,7,11,67.86,9,4,15,60,2,0,19,21,11.76
2024,28,2024/5/26,2,1,Rio de Janeiro,Brazil,Italy,Brazil,3,2,17,25,22,25,15,25,15,25,17,13,3,15,10,4,1,,-70.6,10,4,14,28,288.33,4,9,6,19,-250,1,5,17,23,-197.62,5,0,16,21,141.11,5,3,13,-35,8,1,23,32,28
2024,28,2024/5/26,2,1,Rio de Janeiro,Brazil,Italy,Brazil,3,2,17,25,22,25,15,25,15,25,17,13,4,21,14,2,5,,151.01,14,4,5,23,219.44,2,0,3,5,133.33,5,3,16,24,69.99,4,0,13,17,166.67,4,6,12,-183.33,3,0,20,23,14.29
2024,28,2024/5/26,2,1,Rio de Janeiro,Brazil,Italy,Brazil,3,2,17,25,22,25,15,25,15,25,17,13,5,12,12,0,0,,-76.65,12,1,2,15,366.67,0,2,0,2,-100,0,7,8,15,-366.67,7,0,5,12,171.67,3,3,6,-100,6,0,9,15,50
2024,29,2024/5/26,1,1,Antalya,Türkiye,Türkiye,USA,1,3,25,22,25,21,-,20,25,27,25,-,0,62,51,8,3,,-23.23,51,16,40,107,188.57,8,19,31,58,-147.23,3,21,70,94,-199.51,10,7,57,74,-82.35,46,11,63,693.4,23,2,85,110,-32.52
2024,29,2024/5/26,1,1,Antalya,Türkiye,Türkiye,USA,1,3,25,22,25,21,-,20,25,27,25,-,1,21,16,5,0,,99.34,16,1,9,26,401.43,5,8,6,19,-216.67,0,2,23,25,-45,2,0,14,16,29.17,10,4,15,250,5,1,20,26,-78.26
2024,29,2024/5/26,1,1,Antalya,Türkiye,Türkiye,USA,1,3,25,22,25,21,-,20,25,27,25,-,2,13,9,3,1,,-38.77,9,5,6,20,8.33,3,4,9,16,-33.33,1,6,15,22,-125,1,4,14,19,-37.5,8,3,13,190,5,0,15,20,53.57
2024,29,2024/5/26,1,1,Antalya,Türkiye,Türkiye,USA,1,3,25,22,25,21,-,20,25,27,25,-,3,17,16,0,1,,5.46,16,7,8,31,95.3,0,1,7,8,-50,1,5,20,26,-86.67,2,1,17,20,33.33,15,4,21,360,7,0,26,33,28
2024,29,2024/5/26,1,1,Antalya,Türkiye,Türkiye,USA,1,3,25,22,25,21,-,20,25,27,25,-,4,11,10,0,1,,-104.52,10,3,17,30,186.67,0,6,9,15,-266.66,1,8,12,21,-281.66,5,2,12,19,-38.1,13,0,14,683.33,6,1,24,31,-25
2024,29,2024/5/26,1,1,Antalya,Türkiye,USA,Türkiye,3,1,20,25,27,25,-,25,22,25,21,-,0,65,50,8,7,,-21.38,50,14,51,115,178.33,8,17,17,42,-195.7,7,22,68,97,-160.85,17,3,53,73,19.17,36,16,60,407.23,28,1,83,112,18.43
2024,29,2024/5/26,1,1,Antalya,Türkiye,USA,Türkiye,3,1,20,25,27,25,-,25,22,25,21,-,1,16,15,1,0,,-19.48,15,5,10,30,177.5,1,2,2,5,-100,0,4,16,20,-208.33,5,0,18,23,94.29,8,4,14,183.33,7,0,26,33,48.57
2024,29,2024/5/26,1,1,Antalya,Türkiye,USA,Türkiye,3,1,20,25,27,25,-,25,22,25,21,-,2,18,10,4,4,,87.13,10,5,12,27,119.45,4,5,4,13,0,4,6,15,25,-91.67,4,1,11,16,5.96,9,3,13,400,10,1,15,26,-50
2024,29,2024/5/26,1,1,Antalya,Türkiye,USA,Türkiye,3,1,20,25,27,25,-,25,22,25,21,-,3,18,14,3,1,,-90.88,14,2,17,33,146.67,3,4,4,11,-210,1,6,20,27,-216.67,3,1,17,21,84.85,8,5,15,150,6,0,23,29,22.22
2024,29,2024/5/26,1,1,Antalya,Türkiye,USA,Türkiye,3,1,20,25,27,25,-,25,22,25,21,-,4,13,11,0,2,,-73.61,11,2,12,25,130.31,0,6,7,13,-300,2,6,17,25,-166.67,5,1,7,13,108.34,11,4,18,193.33,5,0,19,24,29.41
2024,30,2024/5/26,1,1,Antalya,Türkiye,Bulgaria,Netherlands,1,3,16,25,13,20,-,25,20,25,25,-,0,49,39,4,6,,-48.71,39,22,33,94,312.91,4,8,20,32,-154.29,6,16,52,74,-273.89,6,10,59,75,-29.63,28,13,43,685,19,2,75,96,40.91
2024,30,2024/5/26,1,1,Antalya,Türkiye,Bulgaria,Netherlands,1,3,16,25,13,20,-,25,20,25,25,-,1,12,11,0,1,,-18.6,11,7,9,27,188.57,0,1,5,6,-50,1,5,10,16,-275,1,3,17,21,-25,8,2,10,450,7,0,21,28,31.82
2024,30,2024/5/26,1,1,Antalya,Türkiye,Bulgaria,Netherlands,1,3,16,25,13,20,-,25,20,25,25,-,2,16,12,1,3,,45.95,12,5,7,24,341.67,1,3,7,11,-133.33,3,4,17,24,-55,1,2,11,14,-16.67,10,1,12,540,3,0,20,23,15.79
2024,30,2024/5/26,1,1,Antalya,Türkiye,Bulgaria,Netherlands,1,3,16,25,13,20,-,25,20,25,25,-,3,7,4,2,1,,-200,4,6,9,19,-36.67,2,1,2,5,50,1,4,8,13,-325,0,3,17,20,-116.67,3,5,9,-100,5,1,14,20,51.51
2024,30,2024/5/26,1,1,Antalya,Türkiye,Bulgaria,Netherlands,1,3,16,25,13,20,-,25,20,25,25,-,4,14,12,1,1,,16.95,12,4,8,24,250,1,3,6,10,-66.67,1,3,17,21,-96.66,4,2,14,20,5.56,7,5,12,220,4,1,20,25,15.79
2024,30,2024/5/26,1,1,Antalya,Türkiye,Netherlands,Bulgaria,3,1,25,20,25,25,-,16,25,13,20,-,0,66,44,12,10,,-32.62,44,8,39,91,317.77,12,19,12,43,-215.92,10,19,65,94,-148.87,10,6,42,58,-68.09,31,5,36,461.43,18,2,71,91,-25.36
2024,30,2024/5/26,1,1,Antalya,Türkiye,Netherlands,Bulgaria,3,1,25,20,25,25,-,16,25,13,20,-,1,18,10,5,3,,93.57,10,0,9,19,344.17,5,5,3,13,13.33,3,4,18,25,-66.66,3,1,7,11,53.33,8,1,9,400,4,0,16,20,26.67
2024,30,2024/5/26,1,1,Antalya,Türkiye,Netherlands,Bulgaria,3,1,25,20,25,25,-,16,25,13,20,-,2,14,9,3,2,,-83.08,9,3,15,27,288.61,3,7,3,13,-316.67,2,6,12,20,-216.67,3,3,14,20,0,7,1,8,400,3,1,23,27,9.09
2024,30,2024/5/26,1,1,Antalya,Türkiye,Netherlands,Bulgaria,3,1,25,20,25,25,-,16,25,13,20,-,3,17,11,3,3,,15.91,11,2,4,17,383.33,3,2,3,8,-16.67,3,5,17,25,-112.5,3,1,5,9,75,8,0,8,400,5,1,11,17,-11.54
2024,30,2024/5/26,1,1,Antalya,Türkiye,Netherlands,Bulgaria,3,1,25,20,25,25,-,16,25,13,20,-,4,17,14,1,2,,28.41,14,3,11,28,256.36,1,5,3,9,-200,2,4,18,24,-70.83,1,1,16,18,-83.33,8,3,11,193.33,6,0,21,27,31.58
2024,31,2024/5/26,2,1,Rio de Janeiro,Brazil,Serbia,Germany,0,3,21,20,20,-,-,25,25,25,-,-,0,42,33,8,1,,-20,33,17,30,80,173.83,8,14,26,48,-157.22,1,7,55,63,-120,13,5,42,60,129.19,23,21,47,172.39,23,1,59,83,55.11
2024,31,2024/5/26,2,1,Rio de Janeiro,Brazil,Serbia,Germany,0,3,21,20,20,-,-,25,25,25,-,-,1,15,12,3,0,,11.41,12,4,11,27,233.93,3,5,13,21,-150,0,2,20,22,-66.66,3,2,16,21,12.5,8,5,14,200,7,0,20,27,78.57
2024,31,2024/5/26,2,1,Rio de Janeiro,Brazil,Serbia,Germany,0,3,21,20,20,-,-,25,25,25,-,-,2,13,11,1,1,,8.57,11,6,14,31,103.33,1,3,6,10,-83.34,1,3,16,20,-83.33,8,1,12,21,225,9,11,20,-33.33,9,1,23,33,50.79
2024,31,2024/5/26,2,1,Rio de Janeiro,Brazil,Serbia,Germany,0,3,21,20,20,-,-,25,25,25,-,-,3,14,10,4,0,,-38.42,10,7,5,22,101.19,4,6,7,17,-94.45,0,2,19,21,-75,2,2,14,18,-8.1,6,5,13,66.67,7,0,16,23,56.67
2024,31,2024/5/26,2,1,Rio de Janeiro,Brazil,Germany,Serbia,3,0,25,25,25,-,-,21,20,20,-,-,0,59,45,9,5,,121.41,45,14,38,97,192.41,9,20,16,45,-155.5,5,13,55,73,9.76,12,1,43,56,106.63,21,8,36,148.89,21,0,73,94,27.63
2024,31,2024/5/26,2,1,Rio de Janeiro,Brazil,Germany,Serbia,3,0,25,25,25,-,-,21,20,20,-,-,1,20,17,1,2,,5.81,17,6,17,40,186.11,1,10,6,17,-276.2,2,3,19,24,-30,5,0,15,20,67.14,10,1,13,325,8,0,30,38,24.24
2024,31,2024/5/26,2,1,Rio de Janeiro,Brazil,Germany,Serbia,3,0,25,25,25,-,-,21,20,20,-,-,2,19,14,4,1,,65.69,14,4,10,28,228.78,4,5,8,17,-50,1,4,20,25,-116.67,5,1,11,17,110,7,4,14,83.33,6,0,21,27,30
2024,31,2024/5/26,2,1,Rio de Janeiro,Brazil,Germany,Serbia,3,0,25,25,25,-,-,21,20,20,-,-,3,20,14,4,2,,120.77,14,4,11,29,196.43,4,5,2,11,-8.33,2,6,16,24,-122.62,2,0,17,19,28.58,4,3,9,83.33,7,0,22,29,30.43
2024,32,2024/5/26,2,1,Rio de Janeiro,Brazil,Iran,Argentina,2,3,25,29,25,20,13,23,31,20,25,15,0,79,65,10,4,,7.03,65,24,37,126,180.24,10,26,21,57,-208.76,4,14,94,112,-55.96,28,3,64,95,80.55,33,19,63,345.28,21,2,101,124,-22.22
2024,32,2024/5/26,2,1,Rio de Janeiro,Brazil,Iran,Argentina,2,3,25,29,25,20,13,23,31,20,25,15,1,16,11,2,3,,41.35,11,4,8,23,221.43,2,4,2,8,-33.34,3,2,20,25,25,7,0,11,18,94.44,7,9,18,171.66,7,1,17,25,16.66
2024,32,2024/5/26,2,1,Rio de Janeiro,Brazil,Iran,Argentina,2,3,25,29,25,20,13,23,31,20,25,15,2,22,17,4,1,,-0.34,17,6,13,36,110.19,4,10,12,26,-183.34,1,1,27,29,0,5,1,19,25,36.94,11,5,18,358.33,7,0,28,35,22.58
2024,32,2024/5/26,2,1,Rio de Janeiro,Brazil,Iran,Argentina,2,3,25,29,25,20,13,23,31,20,25,15,3,15,13,2,0,,28.18,13,3,5,21,325,2,4,4,10,-133.33,0,5,20,25,-122.62,6,2,9,17,62.86,7,2,12,350,4,0,16,20,25
2024,32,2024/5/26,2,1,Rio de Janeiro,Brazil,Iran,Argentina,2,3,25,29,25,20,13,23,31,20,25,15,4,15,14,1,0,,-60.47,14,7,8,29,-10.47,1,6,2,9,-233.33,0,5,15,20,-169.99,6,0,16,22,87.3,5,2,9,316.67,2,1,24,27,-90
2024,32,2024/5/26,2,1,Rio de Janeiro,Brazil,Iran,Argentina,2,3,25,29,25,20,13,23,31,20,25,15,5,11,10,1,0,,62.22,10,4,3,17,219.17,1,2,1,4,0,0,1,12,13,-50,4,0,9,13,106.67,3,1,6,133.33,1,0,16,17,6.67
2024,32,2024/5/26,2,1,Rio de Janeiro,Brazil,Argentina,Iran,3,2,23,31,20,25,15,25,29,25,20,13,0,86,69,14,3,,-8.51,69,23,48,140,180.45,14,21,16,51,-83.34,3,19,92,114,-111.4,28,4,66,98,155.23,37,12,59,330.48,44,0,92,136,68.15
2024,32,2024/5/26,2,1,Rio de Janeiro,Brazil,Argentina,Iran,3,2,23,31,20,25,15,25,29,25,20,13,1,18,16,2,0,,-4.72,16,6,9,31,242.86,2,4,6,12,-133.33,0,5,18,23,-145,4,3,16,23,-77.78,11,5,16,333.33,8,0,23,31,56.82
2024,32,2024/5/26,2,1,Rio de Janeiro,Brazil,Argentina,Iran,3,2,23,31,20,25,15,25,29,25,20,13,2,26,21,4,1,,2.31,21,5,15,41,169.55,4,6,7,17,-66.66,1,6,24,31,-94.99,9,1,18,28,37.49,8,1,15,171.67,19,0,21,40,50
2024,32,2024/5/26,2,1,Rio de Janeiro,Brazil,Argentina,Iran,3,2,23,31,20,25,15,25,29,25,20,13,3,14,10,2,2,,-48.91,10,9,11,30,8.33,2,4,1,7,-166.67,2,3,15,20,-85.71,5,0,15,20,231.11,7,1,11,230,5,0,22,27,45.09
2024,32,2024/5/26,2,1,Rio de Janeiro,Brazil,Argentina,Iran,3,2,23,31,20,25,15,25,29,25,20,13,4,17,12,5,0,,93.73,12,2,8,22,260,5,3,2,10,33.33,0,3,22,25,-78.33,7,0,8,15,238.57,7,3,11,142.86,5,0,16,21,29.41
2024,32,2024/5/26,2,1,Rio de Janeiro,Brazil,Argentina,Iran,3,2,23,31,20,25,15,25,29,25,20,13,5,11,10,1,0,,47.18,10,1,5,16,265,1,4,0,5,-300,0,2,13,15,-83.33,3,0,9,12,56.67,4,2,6,100,7,0,10,17,53.85
2024,33,2024/6/4,3,2,Fukuoka,Japan,Germany,Brazil,0,3,15,16,15,-,-,25,25,25,-,-,0,39,36,1,2,,-156.99,36,18,30,84,125.86,1,7,10,18,-283.33,2,15,30,47,-337.73,21,6,43,70,164.37,17,14,32,-54.05,23,2,61,86,-28.45
2024,33,2024/6/4,3,2,Fukuoka,Japan,Germany,Brazil,0,3,15,16,15,-,-,25,25,25,-,-,1,14,12,1,1,,-169.58,12,9,10,31,48.33,1,4,6,11,-250,1,4,10,15,-225,6,2,17,25,51.51,9,4,13,33.33,6,0,25,31,48.57
2024,33,2024/6/4,3,2,Fukuoka,Japan,Germany,Brazil,0,3,15,16,15,-,-,25,25,25,-,-,2,13,13,0,0,,17.46,13,3,11,27,168.81,0,1,3,4,-100,0,6,11,17,-266.67,9,1,12,22,112.14,4,5,10,-50,10,2,17,29,-64
2024,33,2024/6/4,3,2,Fukuoka,Japan,Germany,Brazil,0,3,15,16,15,-,-,25,25,25,-,-,3,12,11,0,1,,-70.83,11,6,9,26,77.86,0,2,1,3,-200,1,5,9,15,-166.67,6,3,14,23,116.67,4,5,9,-33.33,7,0,19,26,83.34
2024,33,2024/6/4,3,2,Fukuoka,Japan,Brazil,Germany,3,0,25,25,25,-,-,15,16,15,-,-,0,50,34,10,6,,58.29,34,3,17,54,319.52,10,20,20,50,-95.55,6,5,64,75,-10.83,5,2,25,32,-60,22,7,32,329.53,12,0,42,54,26.67
