Season,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,SET,VS_SET,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,Service points won,Receiver points won,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
2024,75,2024/6/13,6,3,Fukuoka,Japan,Canada,Japan,3,2,23,22,25,25,16,25,25,20,21,14,3,10/24 (42%),15/21 (71%),23,19,4,0,-,19,3,13,35,4,5,11,20,0,3,21,24,3,1,16,20,17,5,25,6,1,27,34
2024,75,2024/6/13,6,3,Fukuoka,Japan,Canada,Japan,3,2,23,22,25,25,16,25,25,20,21,14,4,12/25 (48%),13/21 (62%),19,16,2,1,-,16,3,10,29,2,4,8,14,1,3,21,25,5,2,12,19,13,4,21,5,1,20,26
2024,75,2024/6/13,6,3,Fukuoka,Japan,Canada,Japan,3,2,23,22,25,25,16,25,25,20,21,14,5,4/15 (27%),12/15 (80%),14,11,2,1,-,11,3,12,26,2,2,10,14,1,1,13,15,1,0,12,13,15,1,21,6,1,20,27
2024,76,2024/6/13,5,3,Hong Kong,China,Bulgaria,Thailand,2,3,23,25,18,25,10,25,22,25,22,15,ALL,34/102 (33%),67/108 (62%),83,69,10,4,-,69,21,81,171,10,24,31,65,4,11,87,102,19,6,78,103,72,24,102,32,3,136,171
2024,76,2024/6/13,5,3,Hong Kong,China,Bulgaria,Thailand,2,3,23,25,18,25,10,25,22,25,22,15,1,7/23 (30%),16/25 (64%),19,15,2,2,-,15,6,21,42,2,7,6,15,2,2,19,23,5,1,19,25,18,4,22,6,0,37,43
2024,76,2024/6/13,5,3,Hong Kong,China,Bulgaria,Thailand,2,3,23,25,18,25,10,25,22,25,22,15,2,10/25 (40%),15/22 (68%),20,14,4,2,-,14,4,16,34,4,3,8,15,2,3,20,25,4,2,13,19,17,6,25,6,1,28,35
2024,76,2024/6/13,5,3,Hong Kong,China,Bulgaria,Thailand,2,3,23,25,18,25,10,25,22,25,22,15,3,4/18 (22%),14/25 (56%),14,14,0,0,-,14,5,14,33,0,5,5,10,0,4,14,18,3,2,20,25,11,3,15,8,2,22,32
2024,76,2024/6/13,5,3,Hong Kong,China,Bulgaria,Thailand,2,3,23,25,18,25,10,25,22,25,22,15,4,9/25 (36%),16/22 (73%),21,18,3,0,-,18,3,15,36,3,6,7,16,0,1,24,25,6,1,13,20,17,5,22,9,0,28,37
2024,76,2024/6/13,5,3,Hong Kong,China,Bulgaria,Thailand,2,3,23,25,18,25,10,25,22,25,22,15,5,4/11 (36%),6/14 (43%),9,8,1,0,-,8,3,15,26,1,3,5,9,0,1,10,11,1,0,13,14,9,6,18,3,0,21,24
2024,76,2024/6/13,5,3,Hong Kong,China,Thailand,Bulgaria,3,2,25,22,25,22,15,23,25,18,25,10,ALL,41/108 (38%),68/102 (67%),78,66,6,6,-,66,18,76,160,6,25,22,53,6,5,97,108,18,4,69,91,73,30,111,38,5,126,169
2024,76,2024/6/13,5,3,Hong Kong,China,Thailand,Bulgaria,3,2,25,22,25,22,15,23,25,18,25,10,1,9/25 (36%),16/23 (70%),18,16,1,1,-,16,5,18,39,1,10,4,15,1,0,24,25,5,2,14,21,18,5,24,12,0,27,39
2024,76,2024/6/13,5,3,Hong Kong,China,Thailand,Bulgaria,3,2,25,22,25,22,15,23,25,18,25,10,2,7/22 (32%),15/25 (60%),15,12,1,2,-,12,5,20,37,1,7,6,14,2,3,17,22,2,2,18,22,16,5,21,7,1,30,38
2024,76,2024/6/13,5,3,Hong Kong,China,Thailand,Bulgaria,3,2,25,22,25,22,15,23,25,18,25,10,3,11/25 (44%),14/18 (78%),15,11,2,2,-,11,2,9,22,2,2,3,7,2,0,23,25,4,0,10,14,12,6,21,6,2,19,27
2024,76,2024/6/13,5,3,Hong Kong,China,Thailand,Bulgaria,3,2,25,22,25,22,15,23,25,18,25,10,4,6/22 (27%),16/25 (64%),18,16,1,1,-,16,4,17,37,1,3,4,8,1,2,19,22,4,0,20,24,12,11,26,8,2,30,40
2024,76,2024/6/13,5,3,Hong Kong,China,Thailand,Bulgaria,3,2,25,22,25,22,15,23,25,18,25,10,5,8/14 (57%),7/11 (64%),12,11,1,0,-,11,2,12,25,1,3,5,9,0,0,14,14,3,0,7,10,15,3,19,5,0,20,25
2024,77,2024/6/13,5,3,Hong Kong,China,Germany,Brazil,1,3,20,22,25,24,-,25,25,21,26,-,ALL,33/92 (36%),58/96 (60%),70,56,12,2,-,56,21,63,140,12,22,20,54,2,9,81,92,17,5,69,91,51,23,89,17,2,121,140
2024,77,2024/6/13,5,3,Hong Kong,China,Germany,Brazil,1,3,20,22,25,24,-,25,25,21,26,-,1,7/20 (35%),13/25 (52%),15,12,3,0,-,12,9,15,36,3,7,3,13,0,1,19,20,3,2,20,25,12,5,24,1,0,36,37
2024,77,2024/6/13,5,3,Hong Kong,China,Germany,Brazil,1,3,20,22,25,24,-,25,25,21,26,-,2,6/23 (26%),16/24 (67%),19,16,1,2,-,16,2,20,38,1,6,10,17,2,3,18,23,5,1,17,23,12,7,21,6,1,28,35
2024,77,2024/6/13,5,3,Hong Kong,China,Germany,Brazil,1,3,20,22,25,24,-,25,25,21,26,-,3,11/24 (46%),14/22 (64%),18,14,4,0,-,14,7,9,30,4,1,4,9,0,2,22,24,3,1,15,19,10,3,17,3,0,26,29
2024,77,2024/6/13,5,3,Hong Kong,China,Germany,Brazil,1,3,20,22,25,24,-,25,25,21,26,-,4,9/25 (36%),15/25 (60%),18,14,4,0,-,14,3,19,36,4,8,3,15,0,3,22,25,6,1,17,24,17,8,27,7,1,31,39
2024,77,2024/6/13,5,3,Hong Kong,China,Brazil,Germany,3,1,25,25,21,26,-,20,22,25,24,-,ALL,38/96 (40%),59/92 (64%),76,58,13,5,-,58,26,63,147,13,26,21,60,5,5,86,96,25,2,56,83,59,15,86,16,2,126,144
2024,77,2024/6/13,5,3,Hong Kong,China,Brazil,Germany,3,1,25,25,21,26,-,20,22,25,24,-,1,12/25 (48%),13/20 (65%),18,11,5,2,-,11,7,18,36,5,4,4,13,2,0,23,25,6,0,13,19,16,4,24,2,1,34,37
2024,77,2024/6/13,5,3,Hong Kong,China,Brazil,Germany,3,1,25,25,21,26,-,20,22,25,24,-,2,8/24 (33%),17/23 (74%),21,18,2,1,-,18,2,16,36,2,7,8,17,1,1,22,24,7,2,11,20,14,5,25,5,1,30,36
2024,77,2024/6/13,5,3,Hong Kong,China,Brazil,Germany,3,1,25,25,21,26,-,20,22,25,24,-,3,8/22 (36%),13/24 (54%),17,11,5,1,-,11,8,13,32,5,9,4,18,1,3,18,22,7,0,15,22,9,1,10,4,0,27,31
2024,77,2024/6/13,5,3,Hong Kong,China,Brazil,Germany,3,1,25,25,21,26,-,20,22,25,24,-,4,10/25 (40%),16/25 (64%),20,18,1,1,-,18,9,16,43,1,6,5,12,1,1,23,25,5,0,17,22,20,5,27,5,0,35,40
2024,78,2024/6/13,5,3,Hong Kong,China,Dominican Republic,Türkiye,1,3,25,15,17,18,-,17,25,25,25,-,ALL,26/76 (34%),49/91 (54%),51,38,7,6,-,38,19,57,114,7,13,16,36,6,9,61,76,3,9,66,78,36,11,57,6,0,101,107
2024,78,2024/6/13,5,3,Hong Kong,China,Dominican Republic,Türkiye,1,3,25,15,17,18,-,17,25,25,25,-,1,15/25 (60%),10/17 (59%),18,11,4,3,-,11,5,18,34,4,1,7,12,3,1,21,25,0,0,14,14,15,1,19,1,0,31,32
2024,78,2024/6/13,5,3,Hong Kong,China,Dominican Republic,Türkiye,1,3,25,15,17,18,-,17,25,25,25,-,2,2/15 (13%),13/25 (52%),8,7,0,1,-,7,5,10,22,0,4,2,6,1,2,12,15,0,3,17,20,6,5,13,0,0,20,20
2024,78,2024/6/13,5,3,Hong Kong,China,Dominican Republic,Türkiye,1,3,25,15,17,18,-,17,25,25,25,-,3,4/18 (22%),13/24 (54%),11,11,0,0,-,11,5,9,25,0,2,2,4,0,3,15,18,1,3,16,20,6,1,11,2,0,23,25
2024,78,2024/6/13,5,3,Hong Kong,China,Dominican Republic,Türkiye,1,3,25,15,17,18,-,17,25,25,25,-,4,5/18 (28%),13/25 (52%),14,9,3,2,-,9,4,20,33,3,6,5,14,2,3,13,18,2,3,19,24,9,4,14,3,0,27,30
2024,78,2024/6/13,5,3,Hong Kong,China,Türkiye,Dominican Republic,3,1,17,25,25,25,-,25,15,17,18,-,ALL,42/91 (46%),50/76 (66%),75,55,11,9,-,55,17,49,121,11,13,20,44,9,13,69,91,10,6,50,66,52,4,61,25,1,90,116
2024,78,2024/6/13,5,3,Hong Kong,China,Türkiye,Dominican Republic,3,1,17,25,25,25,-,25,15,17,18,-,1,7/17 (41%),10/25 (40%),15,11,4,0,-,11,7,21,39,4,4,7,15,0,3,14,17,5,3,15,23,15,2,18,7,1,28,36
2024,78,2024/6/13,5,3,Hong Kong,China,Türkiye,Dominican Republic,3,1,17,25,25,25,-,25,15,17,18,-,2,12/25 (48%),13/15 (87%),20,15,2,3,-,15,2,5,22,2,2,3,7,3,5,17,25,3,1,9,13,11,0,12,5,0,17,22
2024,78,2024/6/13,5,3,Hong Kong,China,Türkiye,Dominican Republic,3,1,17,25,25,25,-,25,15,17,18,-,3,11/24 (46%),14/18 (78%),19,14,2,3,-,14,2,11,27,2,5,5,12,3,4,17,24,1,0,14,15,10,0,10,4,0,22,26
2024,78,2024/6/13,5,3,Hong Kong,China,Türkiye,Dominican Republic,3,1,17,25,25,25,-,25,15,17,18,-,4,12/25 (48%),13/18 (72%),21,15,3,3,-,15,6,12,33,3,2,5,10,3,1,21,25,1,2,12,15,16,2,21,9,0,23,32
2024,79,2024/6/14,6,3,Fukuoka,Japan,Serbia,France,1,3,22,25,23,21,-,25,22,25,25,-,ALL,29/92 (32%),62/96 (65%),74,62,7,5,-,62,24,55,141,7,17,13,37,5,21,67,93,32,6,49,87,59,22,89,28,1,109,138
2024,79,2024/6/14,6,3,Fukuoka,Japan,Serbia,France,1,3,22,25,23,21,-,25,22,25,25,-,1,9/22 (41%),13/25 (52%),19,16,2,1,-,16,5,11,32,2,3,5,10,1,5,16,22,8,2,13,23,15,6,23,4,1,28,33
2024,79,2024/6/14,6,3,Fukuoka,Japan,Serbia,France,1,3,22,25,23,21,-,25,22,25,25,-,2,10/25 (40%),15/22 (68%),21,16,2,3,-,16,4,12,32,2,3,2,7,3,4,18,25,6,4,10,20,15,5,21,11,0,22,33
2024,79,2024/6/14,6,3,Fukuoka,Japan,Serbia,France,1,3,22,25,23,21,-,25,22,25,25,-,3,4/23 (17%),19/25 (76%),19,17,1,1,-,17,7,13,37,1,5,4,10,1,6,17,24,11,0,10,21,15,6,23,5,0,31,36
2024,79,2024/6/14,6,3,Fukuoka,Japan,Serbia,France,1,3,22,25,23,21,-,25,22,25,25,-,4,6/22 (27%),15/24 (63%),15,13,2,0,-,13,8,19,40,2,6,2,10,0,6,16,22,7,0,16,23,14,5,22,8,0,28,36
2024,79,2024/6/14,6,3,Fukuoka,Japan,France,Serbia,3,1,25,22,25,25,-,22,25,23,21,-,ALL,34/96 (35%),63/92 (68%),59,44,9,6,-,44,12,62,118,9,16,13,38,6,10,81,97,21,5,46,72,50,21,81,9,2,110,121
2024,79,2024/6/14,6,3,Fukuoka,Japan,France,Serbia,3,1,25,22,25,25,-,22,25,23,21,-,1,12/25 (48%),13/22 (59%),16,12,2,2,-,12,3,19,34,2,5,3,10,2,2,21,25,6,1,10,17,13,3,16,2,0,30,32
2024,79,2024/6/14,6,3,Fukuoka,Japan,France,Serbia,3,1,25,22,25,25,-,22,25,23,21,-,2,7/22 (32%),15/25 (60%),16,10,2,4,-,10,3,14,27,2,3,3,8,4,3,16,23,2,3,16,21,9,8,20,1,0,27,28
2024,79,2024/6/14,6,3,Fukuoka,Japan,France,Serbia,3,1,25,22,25,25,-,22,25,23,21,-,3,6/25 (24%),19/23 (83%),15,12,3,0,-,12,1,17,30,3,5,5,13,0,4,21,25,7,1,10,18,11,3,16,3,0,27,30
2024,79,2024/6/14,6,3,Fukuoka,Japan,France,Serbia,3,1,25,22,25,25,-,22,25,23,21,-,4,9/24 (38%),16/22 (73%),12,10,2,0,-,10,5,12,27,2,3,2,7,0,1,23,24,6,0,10,16,17,7,29,3,2,26,31
2024,80,2024/6/14,6,3,Fukuoka,Japan,Canada,Netherlands,0,3,24,16,23,-,-,26,25,25,-,-,ALL,19/64 (30%),44/75 (59%),56,45,8,3,-,45,22,40,107,8,11,17,36,3,10,51,64,16,2,51,69,30,13,51,21,1,81,103
2024,80,2024/6/14,6,3,Fukuoka,Japan,Canada,Netherlands,0,3,24,16,23,-,-,26,25,25,-,-,1,10/24 (42%),14/26 (54%),23,19,3,1,-,19,8,20,47,3,2,7,12,1,3,20,24,10,1,15,26,16,6,25,9,1,35,45
2024,80,2024/6/14,6,3,Fukuoka,Japan,Canada,Netherlands,0,3,24,16,23,-,-,26,25,25,-,-,2,3/17 (18%),13/24 (54%),12,8,3,1,-,8,8,10,26,3,2,3,8,1,6,10,17,5,1,14,20,5,3,10,6,0,20,26
2024,80,2024/6/14,6,3,Fukuoka,Japan,Canada,Netherlands,0,3,24,16,23,-,-,26,25,25,-,-,3,6/23 (26%),17/25 (68%),21,18,2,1,-,18,6,10,34,2,7,7,16,1,1,21,23,1,0,22,23,9,4,16,6,0,26,32
2024,80,2024/6/14,6,3,Fukuoka,Japan,Netherlands,Canada,3,0,26,25,25,-,-,24,16,23,-,-,ALL,31/75 (41%),45/64 (70%),52,40,10,2,-,40,9,43,92,10,6,21,37,2,6,67,75,15,3,36,54,33,14,53,20,0,72,92
2024,80,2024/6/14,6,3,Fukuoka,Japan,Netherlands,Canada,3,0,26,25,25,-,-,24,16,23,-,-,1,12/26 (46%),14/24 (58%),19,13,5,1,-,13,4,23,40,5,3,12,20,1,0,25,26,4,1,16,21,14,4,22,7,0,32,39
2024,80,2024/6/14,6,3,Fukuoka,Japan,Netherlands,Canada,3,0,26,25,25,-,-,24,16,23,-,-,2,11/24 (46%),14/17 (82%),11,9,1,1,-,9,3,8,20,1,1,3,5,1,4,19,24,4,1,6,11,9,3,13,6,0,15,21
2024,80,2024/6/14,6,3,Fukuoka,Japan,Netherlands,Canada,3,0,26,25,25,-,-,24,16,23,-,-,3,8/25 (32%),17/23 (74%),22,18,4,0,-,18,2,12,32,4,2,6,12,0,2,23,25,7,1,14,22,10,7,18,7,0,25,32
2024,81,2024/6/14,6,3,Fukuoka,Japan,Italy,Korea,3,0,25,25,25,-,-,16,11,13,-,-,ALL,40/74 (54%),35/41 (85%),66,44,13,9,-,44,7,18,69,13,17,16,46,9,4,61,74,12,1,24,37,32,5,46,10,0,52,62
2024,81,2024/6/14,6,3,Fukuoka,Japan,Italy,Korea,3,0,25,25,25,-,-,16,11,13,-,-,1,10/25 (40%),15/16 (94%),23,17,5,1,-,17,3,4,24,5,6,2,13,1,0,24,25,6,0,10,16,7,2,12,4,0,17,21
2024,81,2024/6/14,6,3,Fukuoka,Japan,Italy,Korea,3,0,25,25,25,-,-,16,11,13,-,-,2,17/24 (71%),8/12 (67%),22,13,5,4,-,13,1,6,20,5,5,8,18,4,2,18,24,3,1,7,11,10,1,14,3,0,14,17
2024,81,2024/6/14,6,3,Fukuoka,Japan,Italy,Korea,3,0,25,25,25,-,-,16,11,13,-,-,3,13/25 (52%),12/13 (92%),21,14,3,4,-,14,3,8,25,3,6,6,15,4,2,19,25,3,0,7,10,15,2,20,3,0,21,24
2024,81,2024/6/14,6,3,Fukuoka,Japan,Korea,Italy,0,3,16,11,13,-,-,25,25,25,-,-,ALL,6/41 (15%),34/74 (46%),28,25,2,1,-,25,16,40,81,2,10,7,19,1,4,36,41,21,9,39,69,20,13,38,15,2,63,80
2024,81,2024/6/14,6,3,Fukuoka,Japan,Korea,Italy,0,3,16,11,13,-,-,25,25,25,-,-,1,1/16 (6%),15/25 (60%),13,12,1,0,-,12,6,10,28,1,7,2,10,0,0,16,16,7,1,17,25,6,3,10,6,1,20,27
2024,81,2024/6/14,6,3,Fukuoka,Japan,Korea,Italy,0,3,16,11,13,-,-,25,25,25,-,-,2,4/12 (33%),7/24 (29%),7,6,0,1,-,6,6,13,25,0,1,3,4,1,1,10,12,3,4,14,21,7,4,11,2,1,22,25
2024,81,2024/6/14,6,3,Fukuoka,Japan,Korea,Italy,0,3,16,11,13,-,-,25,25,25,-,-,3,1/13 (8%),12/25 (48%),8,7,1,0,-,7,4,17,28,1,2,2,5,0,3,10,13,11,4,8,23,7,6,17,7,0,21,28
2024,82,2024/6/14,5,3,Hong Kong,China,Bulgaria,Brazil,0,3,11,11,23,-,-,25,25,25,-,-,ALL,13/47 (28%),32/73 (44%),28,22,4,2,-,22,14,32,68,4,12,9,25,2,1,44,47,8,13,42,63,21,14,38,6,4,61,71
2024,82,2024/6/14,5,3,Hong Kong,China,Bulgaria,Brazil,0,3,11,11,23,-,-,25,25,25,-,-,1,3/12 (25%),8/24 (33%),5,3,1,1,-,3,5,12,20,1,3,2,6,1,0,11,12,1,4,15,20,7,6,13,1,3,20,24
2024,82,2024/6/14,5,3,Hong Kong,China,Bulgaria,Brazil,0,3,11,11,23,-,-,25,25,25,-,-,2,1/11 (9%),10/25 (40%),8,7,1,0,-,7,6,10,23,1,4,5,10,0,1,10,11,4,4,14,22,6,3,10,1,0,22,23
2024,82,2024/6/14,5,3,Hong Kong,China,Bulgaria,Brazil,0,3,11,11,23,-,-,25,25,25,-,-,3,9/24 (38%),14/24 (58%),15,12,2,1,-,12,3,10,25,2,5,2,9,1,0,23,24,3,5,13,21,8,5,15,4,1,19,24
2024,82,2024/6/14,5,3,Hong Kong,China,Brazil,Bulgaria,3,0,25,25,25,-,-,11,11,23,-,-,ALL,41/73 (56%),34/47 (72%),63,43,7,13,-,43,10,27,80,7,10,14,31,13,10,50,73,11,2,33,46,27,7,35,7,0,64,71
2024,82,2024/6/14,5,3,Hong Kong,China,Brazil,Bulgaria,3,0,25,25,25,-,-,11,11,23,-,-,1,16/24 (67%),9/12 (75%),20,13,3,4,-,13,2,7,22,3,4,5,12,4,4,16,24,5,1,6,12,10,0,10,2,0,19,21
2024,82,2024/6/14,5,3,Hong Kong,China,Brazil,Bulgaria,3,0,25,25,25,-,-,11,11,23,-,-,2,15/25 (60%),10/11 (91%),21,14,3,4,-,14,1,10,25,3,1,7,11,4,3,18,25,1,0,9,10,7,3,11,2,0,17,19
2024,82,2024/6/14,5,3,Hong Kong,China,Brazil,Bulgaria,3,0,25,25,25,-,-,11,11,23,-,-,3,10/24 (42%),15/24 (63%),22,16,1,5,-,16,7,10,33,1,5,2,8,5,3,16,24,5,1,18,24,10,4,14,3,0,28,31
2024,83,2024/6/14,5,3,Hong Kong,China,Dominican Republic,Poland,0,3,31,20,16,-,-,33,25,25,-,-,ALL,17/69 (25%),50/81 (62%),50,44,5,1,-,44,11,52,107,5,18,20,43,1,9,59,69,21,4,44,69,31,17,57,3,4,94,101
2024,83,2024/6/14,5,3,Hong Kong,China,Dominican Republic,Poland,0,3,31,20,16,-,-,33,25,25,-,-,1,9/32 (28%),22/32 (69%),24,22,1,1,-,22,3,21,46,1,8,6,15,1,2,29,32,12,0,14,26,12,11,28,1,1,40,42
2024,83,2024/6/14,5,3,Hong Kong,China,Dominican Republic,Poland,0,3,31,20,16,-,-,33,25,25,-,-,2,4/20 (20%),16/25 (64%),14,12,2,0,-,12,3,23,38,2,7,7,16,0,4,16,20,5,1,15,21,14,3,20,1,2,35,38
2024,83,2024/6/14,5,3,Hong Kong,China,Dominican Republic,Poland,0,3,31,20,16,-,-,33,25,25,-,-,3,4/17 (24%),12/24 (50%),12,10,2,0,-,10,5,8,23,2,3,7,12,0,3,14,17,4,3,15,22,5,3,9,1,1,19,21
2024,83,2024/6/14,5,3,Hong Kong,China,Poland,Dominican Republic,3,0,33,25,25,-,-,31,20,16,-,-,ALL,31/81 (38%),52/69 (75%),65,55,6,4,-,55,9,46,110,6,20,24,50,4,12,65,81,21,1,38,60,47,14,64,22,0,87,109
2024,83,2024/6/14,5,3,Hong Kong,China,Poland,Dominican Republic,3,0,33,25,25,-,-,31,20,16,-,-,1,10/32 (31%),23/32 (72%),29,27,2,0,-,27,1,18,46,2,12,9,23,0,6,26,32,11,1,18,30,18,4,22,10,0,36,46
2024,83,2024/6/14,5,3,Hong Kong,China,Poland,Dominican Republic,3,0,33,25,25,-,-,31,20,16,-,-,2,9/25 (36%),16/20 (80%),18,15,2,1,-,15,4,17,36,2,4,11,17,1,4,20,25,6,0,10,16,19,6,28,9,0,28,37
2024,83,2024/6/14,5,3,Hong Kong,China,Poland,Dominican Republic,3,0,33,25,25,-,-,31,20,16,-,-,3,12/24 (50%),13/17 (76%),18,13,2,3,-,13,4,11,28,2,4,4,10,3,2,19,24,4,0,10,14,10,4,14,3,0,23,26
2024,84,2024/6/14,5,3,Hong Kong,China,China,Germany,3,0,25,25,25,-,-,19,17,18,-,-,ALL,33/73 (45%),42/56 (75%),54,47,4,3,-,47,8,39,94,4,16,25,45,3,4,68,75,12,2,35,49,50,5,61,16,1,77,94
2024,84,2024/6/14,5,3,Hong Kong,China,China,Germany,3,0,25,25,25,-,-,19,17,18,-,-,1,11/24 (46%),14/20 (70%),22,18,1,3,-,18,2,19,39,1,8,8,17,3,1,21,25,5,0,14,19,19,1,22,6,0,32,38
2024,84,2024/6/14,5,3,Hong Kong,China,China,Germany,3,0,25,25,25,-,-,19,17,18,-,-,2,11/25 (44%),14/17 (82%),15,13,2,0,-,13,3,13,29,2,0,7,9,0,2,23,25,3,1,10,14,17,2,20,4,1,24,29
2024,84,2024/6/14,5,3,Hong Kong,China,China,Germany,3,0,25,25,25,-,-,19,17,18,-,-,3,11/24 (46%),14/19 (74%),17,16,1,0,-,16,3,7,26,1,8,10,19,0,1,24,25,4,1,11,16,14,2,19,6,0,21,27
2024,84,2024/6/14,5,3,Hong Kong,China,Germany,China,0,3,19,17,18,-,-,25,25,25,-,-,ALL,14/56 (25%),40/73 (55%),44,39,3,2,-,39,18,56,113,3,12,6,21,2,7,47,56,25,3,43,71,37,8,53,31,0,83,114
2024,84,2024/6/14,5,3,Hong Kong,China,Germany,China,0,3,19,17,18,-,-,25,25,25,-,-,1,6/20 (30%),13/24 (54%),16,16,0,0,-,16,3,18,37,0,3,3,6,0,1,19,20,8,3,13,24,15,6,25,10,0,28,38
2024,84,2024/6/14,5,3,Hong Kong,China,Germany,China,0,3,19,17,18,-,-,25,25,25,-,-,2,3/17 (18%),14/25 (56%),13,10,2,1,-,10,9,18,37,2,3,2,7,1,3,13,17,8,0,15,23,11,2,16,11,0,26,37
2024,84,2024/6/14,5,3,Hong Kong,China,Germany,China,0,3,19,17,18,-,-,25,25,25,-,-,3,5/19 (26%),13/24 (54%),15,13,1,1,-,13,6,20,39,1,6,1,8,1,3,15,19,9,0,15,24,11,0,12,10,0,29,39
2024,85,2024/6/15,6,3,Fukuoka,Japan,Canada,France,3,0,25,25,31,-,-,14,18,29,-,-,ALL,40/79 (51%),41/63 (65%),68,53,12,3,-,53,15,53,121,12,16,23,51,3,8,68,79,7,5,46,58,62,8,76,26,0,91,117
2024,85,2024/6/15,6,3,Fukuoka,Japan,Canada,France,3,0,25,25,31,-,-,14,18,29,-,-,1,16/24 (67%),9/15 (60%),22,16,6,0,-,16,1,17,34,6,1,8,15,0,1,23,24,1,2,12,15,23,4,29,11,0,23,34
2024,85,2024/6/15,6,3,Fukuoka,Japan,Canada,France,3,0,25,25,31,-,-,14,18,29,-,-,2,14/25 (56%),11/18 (61%),21,17,3,1,-,17,6,21,44,3,6,10,19,1,3,21,25,2,1,14,17,22,0,23,6,0,35,41
2024,85,2024/6/15,6,3,Fukuoka,Japan,Canada,France,3,0,25,25,31,-,-,14,18,29,-,-,3,10/30 (33%),21/30 (70%),25,20,3,2,-,20,8,15,43,3,9,5,17,2,4,24,30,4,2,20,26,17,4,24,9,0,33,42
2024,85,2024/6/15,6,3,Fukuoka,Japan,France,Canada,0,3,14,18,29,-,-,25,25,31,-,-,ALL,22/63 (35%),39/79 (49%),45,33,7,5,-,33,18,56,107,7,14,26,47,5,5,53,63,7,3,60,70,39,12,61,10,1,99,110
2024,85,2024/6/15,6,3,Fukuoka,Japan,France,Canada,0,3,14,18,29,-,-,25,25,31,-,-,1,6/15 (40%),8/24 (33%),12,10,0,2,-,10,8,21,39,0,4,8,12,2,0,13,15,1,0,22,23,16,4,24,5,0,33,38
2024,85,2024/6/15,6,3,Fukuoka,Japan,France,Canada,0,3,14,18,29,-,-,25,25,31,-,-,2,7/18 (39%),11/25 (44%),12,8,3,1,-,8,5,20,33,3,4,11,18,1,1,16,18,3,1,17,21,13,3,19,3,1,34,38
2024,85,2024/6/15,6,3,Fukuoka,Japan,France,Canada,0,3,14,18,29,-,-,25,25,31,-,-,3,9/30 (30%),20/30 (67%),21,15,4,2,-,15,5,15,35,4,6,7,17,2,4,24,30,3,2,21,26,10,5,18,2,0,32,34
2024,86,2024/6/15,6,3,Fukuoka,Japan,Italy,USA,3,1,25,19,25,25,-,17,25,15,21,-,ALL,38/93 (41%),56/79 (71%),78,61,11,6,-,61,16,63,140,11,23,25,59,6,3,84,93,16,3,57,76,60,24,95,10,1,125,136
2024,86,2024/6/15,6,3,Fukuoka,Japan,Italy,USA,3,1,25,19,25,25,-,17,25,15,21,-,1,12/25 (48%),13/17 (76%),19,15,3,1,-,15,4,18,37,3,4,7,14,1,0,24,25,3,0,13,16,17,7,30,5,0,31,36
2024,86,2024/6/15,6,3,Fukuoka,Japan,Italy,USA,3,1,25,19,25,25,-,17,25,15,21,-,2,5/19 (26%),14/25 (56%),16,14,1,1,-,14,3,15,32,1,8,6,15,1,1,17,19,5,2,17,24,9,7,19,0,0,31,31
2024,86,2024/6/15,6,3,Fukuoka,Japan,Italy,USA,3,1,25,19,25,25,-,17,25,15,21,-,3,12/25 (48%),13/15 (87%),23,17,5,1,-,17,4,12,33,5,5,5,15,1,0,24,25,2,0,13,15,16,5,23,2,0,31,33
2024,86,2024/6/15,6,3,Fukuoka,Japan,Italy,USA,3,1,25,19,25,25,-,17,25,15,21,-,4,9/24 (38%),16/22 (73%),20,15,2,3,-,15,5,18,38,2,6,7,15,3,2,19,24,6,1,14,21,18,5,23,3,1,32,36
2024,86,2024/6/15,6,3,Fukuoka,Japan,USA,Italy,1,3,17,25,15,21,-,25,19,25,25,-,ALL,23/79 (29%),55/93 (59%),65,55,7,3,-,55,23,66,144,7,13,20,40,3,4,73,80,26,6,58,90,55,25,96,15,0,130,145
2024,86,2024/6/15,6,3,Fukuoka,Japan,USA,Italy,1,3,17,25,15,21,-,25,19,25,25,-,1,4/17 (24%),13/25 (52%),14,13,1,0,-,13,8,19,40,1,4,6,11,0,1,16,17,7,1,17,25,14,8,28,8,0,36,44
2024,86,2024/6/15,6,3,Fukuoka,Japan,USA,Italy,1,3,17,25,15,21,-,25,19,25,25,-,2,11/25 (44%),14/19 (74%),22,19,1,2,-,19,3,14,36,1,1,4,6,2,1,22,25,6,1,11,18,16,7,27,3,0,32,35
