Season,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,SET,VS_SET,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,Service points won,Receiver points won,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
2024,86,2024/6/15,6,3,Fukuoka,Japan,USA,Italy,1,3,17,25,15,21,-,25,19,25,25,-,3,2/15 (13%),13/25 (52%),13,11,2,0,-,11,6,17,34,2,5,5,12,0,1,15,16,8,1,16,25,10,4,17,2,0,30,32
2024,86,2024/6/15,6,3,Fukuoka,Japan,USA,Italy,1,3,17,25,15,21,-,25,19,25,25,-,4,6/22 (27%),15/24 (63%),16,12,3,1,-,12,6,16,34,3,3,5,11,1,1,20,22,5,3,14,22,15,6,24,2,0,32,34
2024,87,2024/6/15,6,3,Fukuoka,Japan,Japan,Serbia,3,0,25,25,25,-,-,22,18,15,-,-,ALL,30/74 (41%),45/56 (80%),58,51,4,3,-,51,10,47,108,4,13,23,40,3,7,64,74,10,1,38,49,49,7,59,15,0,86,101
2024,87,2024/6/15,6,3,Fukuoka,Japan,Japan,Serbia,3,0,25,25,25,-,-,22,18,15,-,-,1,8/25 (32%),17/22 (77%),17,15,2,0,-,15,3,22,40,2,6,7,15,0,3,22,25,3,0,16,19,14,3,19,5,0,32,37
2024,87,2024/6/15,6,3,Fukuoka,Japan,Japan,Serbia,3,0,25,25,25,-,-,22,18,15,-,-,2,10/24 (42%),15/19 (79%),19,16,1,2,-,16,4,9,29,1,4,7,12,2,2,20,24,2,1,13,16,15,2,18,4,0,26,30
2024,87,2024/6/15,6,3,Fukuoka,Japan,Japan,Serbia,3,0,25,25,25,-,-,22,18,15,-,-,3,12/25 (48%),13/15 (87%),22,20,1,1,-,20,3,16,39,1,3,9,13,1,2,22,25,5,0,9,14,20,2,22,6,0,28,34
2024,87,2024/6/15,6,3,Fukuoka,Japan,Serbia,Japan,0,3,22,18,15,-,-,25,25,25,-,-,ALL,11/56 (20%),44/74 (59%),43,37,5,1,-,37,12,49,98,5,14,21,40,1,7,48,56,13,3,51,67,29,10,49,17,1,74,92
2024,87,2024/6/15,6,3,Fukuoka,Japan,Serbia,Japan,0,3,22,18,15,-,-,25,25,25,-,-,1,5/22 (23%),17/25 (68%),17,16,1,0,-,16,7,15,38,1,7,11,19,0,3,19,22,4,0,18,22,14,2,19,6,0,30,36
2024,87,2024/6/15,6,3,Fukuoka,Japan,Serbia,Japan,0,3,22,18,15,-,-,25,25,25,-,-,2,4/19 (21%),14/24 (58%),13,11,1,1,-,11,3,18,32,1,4,4,9,1,3,15,19,3,2,17,22,8,2,11,6,1,22,29
2024,87,2024/6/15,6,3,Fukuoka,Japan,Serbia,Japan,0,3,22,18,15,-,-,25,25,25,-,-,3,2/15 (13%),13/25 (52%),13,10,3,0,-,10,2,16,28,3,3,6,12,0,1,14,15,6,1,16,23,7,6,19,5,0,22,27
2024,88,2024/6/15,5,3,Hong Kong,China,Dominican Republic,Bulgaria,2,3,26,23,22,26,13,24,25,25,24,15,ALL,40/110 (36%),70/113 (62%),83,76,6,1,-,76,17,62,155,6,35,30,71,1,10,100,111,20,10,75,105,68,15,97,18,2,139,159
2024,88,2024/6/15,5,3,Hong Kong,China,Dominican Republic,Bulgaria,2,3,26,23,22,26,13,24,25,25,24,15,1,11/26 (42%),15/24 (63%),17,16,1,0,-,16,3,13,32,1,8,8,17,0,1,25,26,7,3,10,20,19,5,29,7,1,26,34
2024,88,2024/6/15,5,3,Hong Kong,China,Dominican Republic,Bulgaria,2,3,26,23,22,26,13,24,25,25,24,15,2,8/23 (35%),15/25 (60%),18,18,0,0,-,18,6,13,37,0,4,8,12,0,3,21,24,7,4,14,25,15,4,22,5,0,31,36
2024,88,2024/6/15,5,3,Hong Kong,China,Dominican Republic,Bulgaria,2,3,26,23,22,26,13,24,25,25,24,15,3,8/23 (35%),14/24 (58%),16,13,2,1,-,13,4,12,29,2,10,6,18,1,2,20,23,4,0,18,22,9,3,15,2,1,27,30
2024,88,2024/6/15,5,3,Hong Kong,China,Dominican Republic,Bulgaria,2,3,26,23,22,26,13,24,25,25,24,15,4,10/25 (40%),16/25 (64%),21,19,2,0,-,19,1,13,33,2,6,6,14,0,4,21,25,0,3,21,24,16,1,18,2,0,33,35
2024,88,2024/6/15,5,3,Hong Kong,China,Dominican Republic,Bulgaria,2,3,26,23,22,26,13,24,25,25,24,15,5,3/13 (23%),10/15 (67%),11,10,1,0,-,10,3,11,24,1,7,2,10,0,0,13,13,2,0,12,14,9,2,13,2,0,22,24
2024,88,2024/6/15,5,3,Hong Kong,China,Bulgaria,Dominican Republic,3,2,24,25,25,24,15,26,23,22,26,13,ALL,43/113 (38%),70/110 (64%),92,74,8,10,-,74,23,79,176,8,24,31,63,10,8,95,113,20,1,80,101,68,24,95,20,2,144,166
2024,88,2024/6/15,5,3,Hong Kong,China,Bulgaria,Dominican Republic,3,2,24,25,25,24,15,26,23,22,26,13,1,9/24 (38%),15/26 (58%),20,16,1,3,-,16,6,23,45,1,2,8,11,3,4,17,24,10,0,15,25,17,8,26,6,0,35,41
2024,88,2024/6/15,5,3,Hong Kong,China,Bulgaria,Dominican Republic,3,2,24,25,25,24,15,26,23,22,26,13,2,10/25 (40%),15/23 (65%),19,12,3,4,-,12,3,16,31,3,4,6,13,4,0,21,25,2,0,19,21,11,6,18,3,2,27,32
2024,88,2024/6/15,5,3,Hong Kong,China,Bulgaria,Dominican Republic,3,2,24,25,25,24,15,26,23,22,26,13,3,10/24 (42%),15/23 (65%),20,18,2,0,-,18,6,14,38,2,6,5,13,0,2,22,24,4,1,16,21,14,4,18,3,0,32,35
2024,88,2024/6/15,5,3,Hong Kong,China,Bulgaria,Dominican Republic,3,2,24,25,25,24,15,26,23,22,26,13,4,9/25 (36%),15/25 (60%),20,16,1,3,-,16,6,17,39,1,7,7,15,3,1,21,25,2,0,19,21,16,5,22,5,0,30,35
2024,88,2024/6/15,5,3,Hong Kong,China,Bulgaria,Dominican Republic,3,2,24,25,25,24,15,26,23,22,26,13,5,5/15 (33%),10/13 (77%),13,12,1,0,-,12,2,9,23,1,5,5,11,0,1,14,15,2,0,11,13,10,1,11,3,0,20,23
2024,89,2024/6/15,5,3,Hong Kong,China,Poland,Thailand,3,0,25,25,25,-,-,15,23,17,-,-,ALL,30/73 (41%),45/57 (79%),64,52,10,2,-,52,4,37,93,10,16,21,47,2,10,61,73,17,3,34,54,38,13,63,27,1,60,88
2024,89,2024/6/15,5,3,Hong Kong,China,Poland,Thailand,3,0,25,25,25,-,-,15,23,17,-,-,1,11/24 (46%),14/16 (88%),20,17,2,1,-,17,0,5,22,2,3,4,9,1,5,18,24,4,1,10,15,6,1,10,4,0,16,20
2024,89,2024/6/15,5,3,Hong Kong,China,Poland,Thailand,3,0,25,25,25,-,-,15,23,17,-,-,2,9/25 (36%),16/23 (70%),21,16,4,1,-,16,2,16,34,4,9,7,20,1,4,20,25,9,2,11,22,14,4,21,17,0,16,33
2024,89,2024/6/15,5,3,Hong Kong,China,Poland,Thailand,3,0,25,25,25,-,-,15,23,17,-,-,3,10/24 (42%),15/18 (83%),23,19,4,0,-,19,2,16,37,4,4,10,18,0,1,23,24,4,0,13,17,18,8,32,6,1,28,35
2024,89,2024/6/15,5,3,Hong Kong,China,Thailand,Poland,0,3,15,23,17,-,-,25,25,25,-,-,ALL,12/57 (21%),43/73 (59%),40,37,0,3,-,37,16,50,103,0,20,15,35,3,3,51,57,19,2,40,61,37,8,50,11,2,88,101
2024,89,2024/6/15,5,3,Hong Kong,China,Thailand,Poland,0,3,15,23,17,-,-,25,25,25,-,-,1,2/16 (13%),13/24 (54%),10,9,0,1,-,9,5,11,25,0,7,2,9,1,1,14,16,6,1,11,18,6,3,10,3,1,21,25
2024,89,2024/6/15,5,3,Hong Kong,China,Thailand,Poland,0,3,15,23,17,-,-,25,25,25,-,-,2,7/23 (30%),16/25 (64%),17,15,0,2,-,15,7,17,39,0,5,2,7,2,1,20,23,9,1,11,21,16,2,21,5,0,34,39
2024,89,2024/6/15,5,3,Hong Kong,China,Thailand,Poland,0,3,15,23,17,-,-,25,25,25,-,-,3,3/18 (17%),14/24 (58%),13,13,0,0,-,13,4,22,39,0,8,11,19,0,1,17,18,4,0,18,22,15,3,19,3,1,33,37
2024,90,2024/6/15,5,3,Hong Kong,China,China,Türkiye,3,2,21,17,25,25,15,25,25,21,23,13,ALL,39/102 (38%),64/108 (59%),72,56,12,4,-,56,21,59,136,12,23,30,65,4,7,91,102,32,10,53,95,49,32,90,25,1,111,137
2024,90,2024/6/15,5,3,Hong Kong,China,China,Türkiye,3,2,21,17,25,25,15,25,25,21,23,13,1,8/22 (36%),13/24 (54%),15,11,2,2,-,11,6,15,32,2,6,4,12,2,2,18,22,5,3,14,22,13,6,21,6,0,26,32
2024,90,2024/6/15,5,3,Hong Kong,China,China,Türkiye,3,2,21,17,25,25,15,25,25,21,23,13,2,4/17 (24%),13/25 (52%),12,9,3,0,-,9,2,13,24,3,5,2,10,0,2,15,17,4,3,15,22,6,11,18,3,0,21,24
2024,90,2024/6/15,5,3,Hong Kong,China,China,Türkiye,3,2,21,17,25,25,15,25,25,21,23,13,3,11/25 (44%),14/21 (67%),16,12,3,1,-,12,3,8,23,3,4,6,13,1,1,23,25,8,2,8,18,9,7,17,2,1,22,25
2024,90,2024/6/15,5,3,Hong Kong,China,China,Türkiye,3,2,21,17,25,25,15,25,25,21,23,13,4,9/24 (38%),16/24 (67%),19,17,1,1,-,17,6,11,34,1,6,10,17,1,1,22,24,10,2,9,21,12,4,17,9,0,24,33
2024,90,2024/6/15,5,3,Hong Kong,China,China,Türkiye,3,2,21,17,25,25,15,25,25,21,23,13,5,7/14 (50%),8/14 (57%),10,7,3,0,-,7,4,12,23,3,2,8,13,0,1,13,14,5,0,7,12,9,4,17,5,0,18,23
2024,90,2024/6/15,5,3,Hong Kong,China,Türkiye,China,2,3,25,25,21,23,13,21,17,25,25,15,ALL,44/108 (41%),63/102 (62%),89,67,12,10,-,67,25,64,156,12,23,32,67,10,13,85,108,26,4,64,94,59,19,83,36,5,116,157
2024,90,2024/6/15,5,3,Hong Kong,China,Türkiye,China,2,3,25,25,21,23,13,21,17,25,25,15,1,11/24 (46%),14/22 (64%),21,14,4,3,-,14,4,13,31,4,6,8,18,3,2,19,24,6,2,12,20,14,4,19,11,2,19,32
2024,90,2024/6/15,5,3,Hong Kong,China,Türkiye,China,2,3,25,25,21,23,13,21,17,25,25,15,2,12/25 (48%),13/17 (76%),22,18,1,3,-,18,5,8,31,1,3,7,11,3,3,19,25,3,0,12,15,11,3,15,6,0,21,27
2024,90,2024/6/15,5,3,Hong Kong,China,Türkiye,China,2,3,25,25,21,23,13,21,17,25,25,15,3,7/21 (33%),14/25 (56%),17,14,1,2,-,14,6,13,33,1,7,4,12,2,3,16,21,7,1,15,23,11,3,14,9,3,24,36
2024,90,2024/6/15,5,3,Hong Kong,China,Türkiye,China,2,3,25,25,21,23,13,21,17,25,25,15,4,8/24 (33%),15/24 (63%),19,14,3,2,-,14,4,16,34,3,6,7,16,2,3,19,24,8,1,14,23,9,5,15,7,0,27,34
2024,90,2024/6/15,5,3,Hong Kong,China,Türkiye,China,2,3,25,25,21,23,13,21,17,25,25,15,5,6/14 (43%),7/14 (50%),10,7,3,0,-,7,6,14,27,3,1,6,10,0,2,12,14,2,0,11,13,14,4,20,3,0,25,28
2024,91,2024/6/16,6,3,Fukuoka,Japan,Netherlands,Korea,3,0,25,25,25,-,-,21,11,17,-,-,ALL,34/73 (47%),41/51 (80%),57,41,11,5,-,41,7,29,77,11,14,21,46,5,11,57,73,4,4,35,43,34,3,46,26,2,45,73
2024,91,2024/6/16,6,3,Fukuoka,Japan,Netherlands,Korea,3,0,25,25,25,-,-,21,11,17,-,-,1,8/24 (33%),17/22 (77%),15,14,1,0,-,14,3,9,26,1,4,3,8,0,4,20,24,1,1,15,17,9,3,15,11,1,14,26
2024,91,2024/6/16,6,3,Fukuoka,Japan,Netherlands,Korea,3,0,25,25,25,-,-,21,11,17,-,-,2,15/25 (60%),10/11 (91%),23,14,4,5,-,14,1,7,22,4,4,8,16,5,3,17,25,2,1,7,10,11,0,14,8,0,12,20
2024,91,2024/6/16,6,3,Fukuoka,Japan,Netherlands,Korea,3,0,25,25,25,-,-,21,11,17,-,-,3,11/24 (46%),14/18 (78%),19,13,6,0,-,13,3,13,29,6,6,10,22,0,4,20,24,1,2,13,16,14,0,17,7,1,19,27
2024,91,2024/6/16,6,3,Fukuoka,Japan,Korea,Netherlands,0,3,21,11,17,-,-,25,25,25,-,-,ALL,10/51 (20%),39/73 (53%),31,25,2,4,-,25,20,44,89,2,12,6,20,4,8,39,51,7,5,50,62,32,6,42,8,1,79,88
2024,91,2024/6/16,6,3,Fukuoka,Japan,Korea,Netherlands,0,3,21,11,17,-,-,25,25,25,-,-,1,5/22 (23%),16/24 (67%),14,12,1,1,-,12,5,12,29,1,7,3,11,1,5,16,22,3,0,17,20,9,2,12,4,1,24,29
2024,91,2024/6/16,6,3,Fukuoka,Japan,Korea,Netherlands,0,3,21,11,17,-,-,25,25,25,-,-,2,1/11 (9%),10/25 (40%),7,6,0,1,-,6,5,15,26,0,4,1,5,1,1,9,11,3,5,14,22,7,2,11,2,0,23,25
2024,91,2024/6/16,6,3,Fukuoka,Japan,Korea,Netherlands,0,3,21,11,17,-,-,25,25,25,-,-,3,4/18 (22%),13/24 (54%),10,7,1,2,-,7,10,17,34,1,1,2,4,2,2,14,18,1,0,19,20,16,2,19,2,0,32,34
2024,92,2024/6/16,6,3,Fukuoka,Japan,Serbia,Italy,1,3,20,25,23,22,-,25,20,25,25,-,ALL,30/91 (33%),60/94 (64%),60,48,7,5,-,48,18,67,133,7,17,27,51,5,18,68,91,18,6,55,79,55,16,79,16,1,107,124
2024,92,2024/6/16,6,3,Fukuoka,Japan,Serbia,Italy,1,3,20,25,23,22,-,25,20,25,25,-,1,6/21 (29%),14/24 (58%),15,11,2,2,-,11,4,9,24,2,5,1,8,2,5,14,21,3,4,14,21,8,5,14,1,0,22,23
2024,92,2024/6/16,6,3,Fukuoka,Japan,Serbia,Italy,1,3,20,25,23,22,-,25,20,25,25,-,2,11/24 (46%),14/21 (67%),14,9,4,1,-,9,4,22,35,4,3,10,17,1,3,20,24,1,1,12,14,21,3,27,4,1,28,33
2024,92,2024/6/16,6,3,Fukuoka,Japan,Serbia,Italy,1,3,20,25,23,22,-,25,20,25,25,-,3,5/24 (21%),18/24 (75%),16,15,0,1,-,15,7,15,37,0,3,11,14,1,4,19,24,5,0,16,21,13,3,18,5,0,30,35
2024,92,2024/6/16,6,3,Fukuoka,Japan,Serbia,Italy,1,3,20,25,23,22,-,25,20,25,25,-,4,8/22 (36%),14/25 (56%),15,13,1,1,-,13,3,21,37,1,6,5,12,1,6,15,22,9,1,13,23,13,5,20,6,0,27,33
2024,92,2024/6/16,6,3,Fukuoka,Japan,Italy,Serbia,3,1,25,20,25,25,-,20,25,23,22,-,ALL,34/94 (36%),61/91 (67%),66,52,8,6,-,52,20,58,130,8,21,28,57,6,15,74,95,21,5,47,73,58,14,83,6,1,115,122
2024,92,2024/6/16,6,3,Fukuoka,Japan,Italy,Serbia,3,1,25,20,25,25,-,20,25,23,22,-,1,10/24 (42%),15/21 (71%),19,12,3,4,-,12,4,6,22,3,7,4,14,4,3,17,24,6,2,8,16,8,1,11,0,0,19,19
2024,92,2024/6/16,6,3,Fukuoka,Japan,Italy,Serbia,3,1,25,20,25,25,-,20,25,23,22,-,2,7/21 (33%),13/24 (54%),13,11,1,1,-,11,8,24,43,1,5,9,15,1,6,14,21,4,1,16,21,18,5,26,2,0,40,42
2024,92,2024/6/16,6,3,Fukuoka,Japan,Italy,Serbia,3,1,25,20,25,25,-,20,25,23,22,-,3,6/24 (25%),19/24 (79%),16,14,2,0,-,14,2,17,33,2,7,5,14,0,4,21,25,7,1,12,20,13,4,19,1,1,30,32
2024,92,2024/6/16,6,3,Fukuoka,Japan,Italy,Serbia,3,1,25,20,25,25,-,20,25,23,22,-,4,11/25 (44%),14/22 (64%),18,15,2,1,-,15,6,11,32,2,2,10,14,1,2,22,25,4,1,11,16,19,4,27,3,0,26,29
2024,93,2024/6/16,6,3,Fukuoka,Japan,Japan,USA,0,3,15,18,24,-,-,25,25,26,-,-,ALL,13/59 (22%),44/74 (59%),42,38,4,0,-,38,14,73,125,4,14,20,38,0,6,53,59,21,3,41,65,54,22,85,8,0,114,122
2024,93,2024/6/16,6,3,Fukuoka,Japan,Japan,USA,0,3,15,18,24,-,-,25,25,26,-,-,1,3/16 (19%),12/24 (50%),11,9,2,0,-,9,5,20,34,2,5,7,14,0,1,15,16,6,1,16,23,10,9,23,5,0,30,35
2024,93,2024/6/16,6,3,Fukuoka,Japan,Japan,USA,0,3,15,18,24,-,-,25,25,26,-,-,2,2/18 (11%),16/25 (64%),13,13,0,0,-,13,7,27,47,0,3,5,8,0,2,16,18,10,0,12,22,24,5,33,1,0,45,46
2024,93,2024/6/16,6,3,Fukuoka,Japan,Japan,USA,0,3,15,18,24,-,-,25,25,26,-,-,3,8/25 (32%),16/25 (64%),18,16,2,0,-,16,2,26,44,2,6,8,16,0,3,22,25,5,2,13,20,20,8,29,2,0,39,41
2024,93,2024/6/16,6,3,Fukuoka,Japan,USA,Japan,3,0,25,25,26,-,-,15,18,24,-,-,ALL,30/74 (41%),46/59 (78%),62,52,7,3,-,52,9,58,119,7,20,36,63,3,9,62,74,14,0,39,53,62,4,72,28,1,83,112
2024,93,2024/6/16,6,3,Fukuoka,Japan,USA,Japan,3,0,25,25,26,-,-,15,18,24,-,-,1,12/24 (50%),13/16 (81%),20,18,1,1,-,18,4,14,36,1,3,9,13,1,1,22,24,6,0,9,15,18,2,22,11,1,25,37
2024,93,2024/6/16,6,3,Fukuoka,Japan,USA,Japan,3,0,25,25,26,-,-,15,18,24,-,-,2,9/25 (36%),16/18 (89%),19,15,4,0,-,15,2,22,39,4,7,13,24,0,3,22,25,2,0,14,16,22,0,26,7,0,30,37
2024,93,2024/6/16,6,3,Fukuoka,Japan,USA,Japan,3,0,25,25,26,-,-,15,18,24,-,-,3,9/25 (36%),17/25 (68%),23,19,2,2,-,19,3,22,44,2,10,14,26,2,5,18,25,6,0,16,22,22,2,24,10,0,28,38
2024,94,2024/6/16,5,3,Hong Kong,China,Germany,Thailand,3,0,25,25,25,-,-,17,21,20,-,-,ALL,37/73 (51%),38/60 (63%),66,46,11,9,-,46,8,42,96,11,13,17,41,9,13,51,73,13,2,43,58,36,4,46,24,2,68,94
2024,94,2024/6/16,5,3,Hong Kong,China,Germany,Thailand,3,0,25,25,25,-,-,17,21,20,-,-,1,12/24 (50%),13/18 (72%),21,13,5,3,-,13,3,16,32,5,2,7,14,3,5,16,24,2,0,14,16,13,1,16,3,1,27,31
2024,94,2024/6/16,5,3,Hong Kong,China,Germany,Thailand,3,0,25,25,25,-,-,17,21,20,-,-,2,13/25 (52%),12/21 (57%),23,16,3,4,-,16,3,14,33,3,7,6,16,4,5,16,25,6,1,14,21,11,1,14,10,0,21,31
2024,94,2024/6/16,5,3,Hong Kong,China,Germany,Thailand,3,0,25,25,25,-,-,17,21,20,-,-,3,12/24 (50%),13/21 (62%),22,17,3,2,-,17,2,12,31,3,4,4,11,2,3,19,24,5,1,15,21,12,2,16,11,1,20,32
2024,94,2024/6/16,5,3,Hong Kong,China,Thailand,Germany,0,3,17,21,20,-,-,25,25,25,-,-,ALL,22/60 (37%),36/73 (49%),37,33,2,2,-,33,17,41,91,2,15,16,33,2,2,56,60,11,9,40,60,36,8,52,16,1,71,88
2024,94,2024/6/16,5,3,Hong Kong,China,Thailand,Germany,0,3,17,21,20,-,-,25,25,25,-,-,1,5/18 (28%),12/24 (50%),9,8,1,0,-,8,7,15,30,1,6,6,13,0,2,16,18,5,3,11,19,12,1,16,7,0,20,27
2024,94,2024/6/16,5,3,Hong Kong,China,Thailand,Germany,0,3,17,21,20,-,-,25,25,25,-,-,2,9/21 (43%),12/25 (48%),13,12,0,1,-,12,5,14,31,0,3,7,10,1,0,20,21,3,4,13,20,15,5,21,4,0,27,31
2024,94,2024/6/16,5,3,Hong Kong,China,Thailand,Germany,0,3,17,21,20,-,-,25,25,25,-,-,3,8/21 (38%),12/24 (50%),15,13,1,1,-,13,5,12,30,1,6,3,10,1,0,20,21,3,2,16,21,9,2,15,5,1,24,30
2024,95,2024/6/16,5,3,Hong Kong,China,Türkiye,Brazil,0,3,14,14,19,-,-,25,25,25,-,-,ALL,15/48 (31%),32/74 (43%),37,26,7,4,-,26,24,33,83,7,17,19,43,4,6,38,48,15,6,46,67,23,6,30,10,2,73,85
2024,95,2024/6/16,5,3,Hong Kong,China,Türkiye,Brazil,0,3,14,14,19,-,-,25,25,25,-,-,1,3/14 (21%),11/25 (44%),11,10,0,1,-,10,6,13,29,0,7,8,15,1,3,10,14,3,0,19,22,8,4,13,3,1,28,32
2024,95,2024/6/16,5,3,Hong Kong,China,Türkiye,Brazil,0,3,14,14,19,-,-,25,25,25,-,-,2,6/15 (40%),8/24 (33%),12,7,5,0,-,7,10,9,26,5,6,6,17,0,0,15,15,4,3,16,23,8,1,9,2,0,25,27
2024,95,2024/6/16,5,3,Hong Kong,China,Türkiye,Brazil,0,3,14,14,19,-,-,25,25,25,-,-,3,6/19 (32%),13/25 (52%),14,9,2,3,-,9,8,11,28,2,4,5,11,3,3,13,19,8,3,11,22,7,1,8,5,1,20,26
2024,95,2024/6/16,5,3,Hong Kong,China,Brazil,Türkiye,3,0,25,25,25,-,-,14,14,19,-,-,ALL,42/74 (57%),33/48 (69%),53,37,10,6,-,37,9,28,74,10,11,15,36,6,6,62,74,12,4,26,42,34,5,40,6,2,64,72
2024,95,2024/6/16,5,3,Hong Kong,China,Brazil,Türkiye,3,0,25,25,25,-,-,14,14,19,-,-,1,14/25 (56%),11/14 (79%),18,15,3,0,-,15,0,11,26,3,4,7,14,0,3,22,25,2,1,8,11,12,3,16,2,0,22,24
2024,95,2024/6/16,5,3,Hong Kong,China,Brazil,Türkiye,3,0,25,25,25,-,-,14,14,19,-,-,2,16/24 (67%),9/15 (60%),18,12,3,3,-,12,6,8,26,3,1,4,8,3,1,20,24,4,0,11,15,12,0,12,2,0,22,24
2024,95,2024/6/16,5,3,Hong Kong,China,Brazil,Türkiye,3,0,25,25,25,-,-,14,14,19,-,-,3,12/25 (48%),13/19 (68%),17,10,4,3,-,10,3,9,22,4,6,4,14,3,2,20,25,6,3,7,16,10,2,12,2,2,20,24
2024,96,2024/6/16,5,3,Hong Kong,China,China,Poland,3,0,25,25,25,-,-,23,15,19,-,-,ALL,36/74 (49%),39/58 (67%),60,45,8,7,-,45,11,27,83,8,6,16,30,7,9,58,74,8,6,37,51,33,10,49,19,1,59,79
2024,96,2024/6/16,5,3,Hong Kong,China,China,Poland,3,0,25,25,25,-,-,23,15,19,-,-,1,10/25 (40%),15/23 (65%),17,13,3,1,-,13,5,12,30,3,3,9,15,1,5,19,25,3,3,14,20,11,4,16,7,0,22,29
2024,96,2024/6/16,5,3,Hong Kong,China,China,Poland,3,0,25,25,25,-,-,23,15,19,-,-,2,13/24 (54%),12/16 (75%),22,15,3,4,-,15,5,6,26,3,2,4,9,4,3,17,24,2,0,12,14,11,0,13,7,1,17,25
2024,96,2024/6/16,5,3,Hong Kong,China,China,Poland,3,0,25,25,25,-,-,23,15,19,-,-,3,13/25 (52%),12/19 (63%),21,17,2,2,-,17,1,9,27,2,1,3,6,2,1,22,25,3,3,11,17,11,6,20,5,0,20,25
2024,96,2024/6/16,5,3,Hong Kong,China,Poland,China,0,3,23,15,19,-,-,25,25,25,-,-,ALL,19/58 (33%),38/74 (51%),40,29,5,6,-,29,16,40,85,5,9,9,23,6,7,45,58,9,7,49,65,26,8,40,25,0,58,83
2024,96,2024/6/16,5,3,Hong Kong,China,Poland,China,0,3,23,15,19,-,-,25,25,25,-,-,1,8/23 (35%),15/25 (60%),16,10,3,3,-,10,8,14,32,3,3,4,10,3,3,17,23,3,1,16,20,11,1,13,9,0,23,32
2024,96,2024/6/16,5,3,Hong Kong,China,Poland,China,0,3,23,15,19,-,-,25,25,25,-,-,2,4/16 (25%),11/24 (46%),8,6,2,0,-,6,4,12,22,2,2,3,7,0,2,14,16,3,4,14,21,5,6,13,6,0,16,22
2024,96,2024/6/16,5,3,Hong Kong,China,Poland,China,0,3,23,15,19,-,-,25,25,25,-,-,3,7/19 (37%),12/25 (48%),16,13,0,3,-,13,4,14,31,0,4,2,6,3,2,14,19,3,2,19,24,10,1,14,10,0,19,29
2024,97,2024/6/20,Quarter_Finals,Final_Round,Bangkok,Thailand,China,Japan,0,3,21,21,22,-,-,25,25,25,-,-,ALL,23/65 (35%),41/74 (55%),46,32,10,4,-,32,14,49,95,10,19,28,57,4,5,56,65,13,7,45,65,38,13,54,18,1,70,89
2024,97,2024/6/20,Quarter_Finals,Final_Round,Bangkok,Thailand,China,Japan,0,3,21,21,22,-,-,25,25,25,-,-,1,7/21 (33%),14/25 (56%),14,10,3,1,-,10,5,24,39,3,8,12,23,1,1,19,21,7,2,12,21,18,4,23,6,1,30,37
2024,97,2024/6/20,Quarter_Finals,Final_Round,Bangkok,Thailand,China,Japan,0,3,21,21,22,-,-,25,25,25,-,-,2,8/22 (36%),13/24 (54%),15,12,2,1,-,12,4,13,29,2,2,10,14,1,3,18,22,3,4,15,22,14,5,21,6,0,23,29
2024,97,2024/6/20,Quarter_Finals,Final_Round,Bangkok,Thailand,China,Japan,0,3,21,21,22,-,-,25,25,25,-,-,3,8/22 (36%),14/25 (56%),17,10,5,2,-,10,5,12,27,5,9,6,20,2,1,19,22,3,1,18,22,6,4,10,6,0,17,23
2024,97,2024/6/20,Quarter_Finals,Final_Round,Bangkok,Thailand,Japan,China,3,0,25,25,25,-,-,21,21,22,-,-,ALL,33/74 (45%),42/65 (65%),60,48,5,7,-,48,17,48,113,5,13,18,36,7,9,59,75,9,4,47,60,44,7,53,14,0,92,106
2024,97,2024/6/20,Quarter_Finals,Final_Round,Bangkok,Thailand,Japan,China,3,0,25,25,25,-,-,21,21,22,-,-,1,11/25 (44%),14/21 (67%),20,16,2,2,-,16,5,23,44,2,6,9,17,2,3,20,25,6,1,13,20,16,2,20,3,0,37,40
2024,97,2024/6/20,Quarter_Finals,Final_Round,Bangkok,Thailand,Japan,China,3,0,25,25,25,-,-,21,21,22,-,-,2,11/24 (46%),14/22 (64%),19,14,1,4,-,14,6,17,37,1,4,6,11,4,2,18,24,2,1,16,19,15,4,19,6,0,28,34
2024,97,2024/6/20,Quarter_Finals,Final_Round,Bangkok,Thailand,Japan,China,3,0,25,25,25,-,-,21,21,22,-,-,3,11/25 (44%),14/22 (64%),21,18,2,1,-,18,6,8,32,2,3,3,8,1,4,21,26,1,2,18,21,13,1,14,5,0,27,32
2024,98,2024/6/20,Quarter_Finals,Final_Round,Bangkok,Thailand,Thailand,Brazil,0,3,21,20,23,-,-,25,25,25,-,-,ALL,19/65 (29%),45/74 (61%),46,38,6,2,-,38,11,39,88,6,21,15,42,2,8,55,65,24,5,33,62,30,14,48,18,2,69,89
