Season,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,Player No,Player Name,C,Position,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,SCORING_Efficiency %,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,ATTACK_Efficiency %,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,BLOCK_Efficiency %,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,SERVE_Efficiency %,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,RECEPTION_Efficiency %,DIG_Digs,DIG_Errors,DIG_Total,DIG_Efficiency %,SET_Point,SET_Errors,SET_Attempts,SET_Total,SET_Efficiency %
2022,1,2022/6/7,1,1,Brasilia,Brazil,China,Iran,1,3,15,25,22,15,-,25,19,25,25,-,ALL SETS,4,Yang Yiming,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,1,2022/6/7,1,1,Brasilia,Brazil,China,Iran,1,3,15,25,22,15,-,25,19,25,25,-,ALL SETS,5,Zhang Binglong,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,1,2022/6/7,1,1,Brasilia,Brazil,China,Iran,1,3,15,25,22,15,-,25,19,25,25,-,ALL SETS,6,Yu Yuantai,-,OH,16,13,1,2,-,20.93,13,5,8,26,30.77,1,1,0,2,0,2,1,12,15,6.67,3,3,4,10,0,2,2,6,0,0,0,3,3,0
2022,1,2022/6/7,1,1,Brasilia,Brazil,China,Iran,1,3,15,25,22,15,-,25,19,25,25,-,ALL SETS,7,Yu Yaochen,C,S,0,0,0,0,-,-36.36,0,0,0,0,-,0,2,1,3,-66.67,0,2,6,8,-25,0,0,0,0,-,4,1,5,60,18,1,20,39,43.59
2022,1,2022/6/7,1,1,Brasilia,Brazil,China,Iran,1,3,15,25,22,15,-,25,19,25,25,-,ALL SETS,8,Yang Tianyuan,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,6,5,16,27,3.7,3,1,6,33.33,0,1,2,3,-33.33
2022,1,2022/6/7,1,1,Brasilia,Brazil,China,Iran,1,3,15,25,22,15,-,25,19,25,25,-,ALL SETS,9,Li Yongzhen,-,MB,8,5,3,0,-,-6.45,5,1,1,7,57.14,3,5,2,10,-20,0,4,10,14,-28.57,0,0,1,1,0,0,0,1,0,0,2,0,2,-100
2022,1,2022/6/7,1,1,Brasilia,Brazil,China,Iran,1,3,15,25,22,15,-,25,19,25,25,-,ALL SETS,10,Liu Meng,-,S,1,0,0,1,-,0,0,0,0,0,-,0,0,0,0,-,1,1,1,3,0,0,0,0,0,-,0,0,0,-,3,0,4,7,42.86
2022,1,2022/6/7,1,1,Brasilia,Brazil,China,Iran,1,3,15,25,22,15,-,25,19,25,25,-,ALL SETS,11,Jiang Zhengyang,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,1,2022/6/7,1,1,Brasilia,Brazil,China,Iran,1,3,15,25,22,15,-,25,19,25,25,-,ALL SETS,15,Peng Shikun,-,MB,3,2,1,0,-,0,2,0,3,5,40,1,2,3,6,-16.67,0,1,10,11,-9.09,0,0,1,1,0,2,0,2,100,0,0,3,3,0
2022,1,2022/6/7,1,1,Brasilia,Brazil,China,Iran,1,3,15,25,22,15,-,25,19,25,25,-,ALL SETS,16,Wang Hebin,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,1,2022/6/7,1,1,Brasilia,Brazil,China,Iran,1,3,15,25,22,15,-,25,19,25,25,-,ALL SETS,18,Yuan Dangyi,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,1,2022/6/7,1,1,Brasilia,Brazil,China,Iran,1,3,15,25,22,15,-,25,19,25,25,-,ALL SETS,19,Zhang Guanhua,-,O,10,9,1,0,-,5.56,9,5,8,22,18.18,1,0,1,2,50,0,3,9,12,-25,0,0,0,0,-,3,0,3,100,0,0,0,0,-
2022,1,2022/6/7,1,1,Brasilia,Brazil,China,Iran,1,3,15,25,22,15,-,25,19,25,25,-,ALL SETS,21,Miao Ruantong,-,MB,1,1,0,0,-,0,1,0,1,2,50,0,1,1,2,-50,0,0,1,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,1,2022/6/7,1,1,Brasilia,Brazil,China,Iran,1,3,15,25,22,15,-,25,19,25,25,-,ALL SETS,22,Zhang Jingyin,-,OH,16,14,0,2,-,36.36,14,3,2,19,57.89,0,1,0,1,-100,2,0,11,13,15.38,5,6,28,39,-2.56,4,2,7,28.57,0,0,2,2,0
