Season,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,Service points won,Receiver points won,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
2022,25,2022/6/11,2,1,Ottawa,Canada,Bulgaria,Poland,0,3,19,19,23,-,-,25,25,25,-,-,2,5/20 (25%),14/24 (58%),15,12,3,0,-,12,4,16,32,3,5,12,20,0,4,16,20,5,2,14,21,13,4,19,9,0,24,33
2022,25,2022/6/11,2,1,Ottawa,Canada,Bulgaria,Poland,0,3,19,19,23,-,-,25,25,25,-,-,3,4/23 (17%),19/25 (76%),17,14,2,1,-,14,2,13,29,2,4,9,15,1,5,17,23,7,2,12,21,8,4,16,16,0,13,29
2022,26,2022/6/11,2,1,Ottawa,Canada,Italy,Canada,3,0,25,25,25,-,-,21,18,19,-,-,ALL,32/73 (44%),43/60 (72%),57,47,7,3,-,47,17,21,85,7,10,11,28,3,12,58,73,14,0,38,52,30,2,34,0,0,77,77
2022,26,2022/6/11,2,1,Ottawa,Canada,Italy,Canada,3,0,25,25,25,-,-,21,18,19,-,-,1,11/24 (46%),14/22 (64%),20,16,2,2,-,16,6,8,30,2,5,1,8,2,3,19,24,3,0,17,20,6,1,7,0,0,28,28
2022,26,2022/6/11,2,1,Ottawa,Canada,Italy,Canada,3,0,25,25,25,-,-,21,18,19,-,-,2,11/25 (44%),14/18 (78%),18,15,2,1,-,15,4,8,27,2,2,6,10,1,4,20,25,5,0,9,14,12,1,14,0,0,23,23
2022,26,2022/6/11,2,1,Ottawa,Canada,Italy,Canada,3,0,25,25,25,-,-,21,18,19,-,-,3,10/24 (42%),15/20 (75%),19,16,3,0,-,16,7,5,28,3,3,4,10,0,5,19,24,6,0,12,18,12,0,13,0,0,26,26
2022,26,2022/6/11,2,1,Ottawa,Canada,Canada,Italy,0,3,21,18,19,-,-,25,25,25,-,-,ALL,17/60 (28%),41/73 (56%),36,27,9,0,-,27,14,40,81,9,15,2,26,0,8,52,60,11,3,47,61,23,6,30,0,0,82,82
2022,26,2022/6/11,2,1,Ottawa,Canada,Canada,Italy,0,3,21,18,19,-,-,25,25,25,-,-,1,8/22 (36%),13/24 (54%),13,10,3,0,-,10,5,8,23,3,5,1,9,0,2,20,22,5,2,14,21,8,2,10,0,0,23,23
2022,26,2022/6/11,2,1,Ottawa,Canada,Canada,Italy,0,3,21,18,19,-,-,25,25,25,-,-,2,4/18 (22%),14/25 (56%),12,10,2,0,-,10,4,17,31,2,4,0,6,0,4,14,18,3,1,17,21,10,2,13,0,0,31,31
2022,26,2022/6/11,2,1,Ottawa,Canada,Canada,Italy,0,3,21,18,19,-,-,25,25,25,-,-,3,5/20 (25%),14/24 (58%),11,7,4,0,-,7,5,15,27,4,6,1,11,0,2,18,20,3,0,16,19,5,2,7,0,0,28,28
2022,27,2022/6/12,1,1,Brasilia,Brazil,China,Brazil,3,0,25,31,25,-,-,23,29,23,-,-,ALL,26/79 (33%),55/77 (71%),56,43,9,4,-,43,13,23,79,9,18,10,37,4,11,64,79,15,4,45,64,22,3,28,30,0,47,77
2022,27,2022/6/12,1,1,Brasilia,Brazil,China,Brazil,3,0,25,31,25,-,-,23,29,23,-,-,1,6/24 (25%),19/24 (79%),17,13,2,2,-,13,3,2,18,2,3,2,7,2,6,16,24,3,3,12,18,5,0,6,7,0,11,18
2022,27,2022/6/12,1,1,Brasilia,Brazil,China,Brazil,3,0,25,31,25,-,-,23,29,23,-,-,2,10/31 (32%),21/29 (72%),19,16,2,1,-,16,6,10,32,2,10,6,18,1,2,28,31,6,0,17,23,10,2,12,13,0,19,32
2022,27,2022/6/12,1,1,Brasilia,Brazil,China,Brazil,3,0,25,31,25,-,-,23,29,23,-,-,3,10/24 (42%),15/24 (63%),20,14,5,1,-,14,4,11,29,5,5,2,12,1,3,20,24,6,1,16,23,7,1,10,10,0,17,27
2022,27,2022/6/12,1,1,Brasilia,Brazil,Brazil,China,0,3,23,29,23,-,-,25,31,25,-,-,ALL,22/77 (29%),53/79 (67%),57,47,6,4,-,47,17,19,83,6,12,13,31,4,13,60,77,27,4,37,68,20,13,38,41,3,43,87
2022,27,2022/6/12,1,1,Brasilia,Brazil,Brazil,China,0,3,23,29,23,-,-,25,31,25,-,-,1,5/24 (21%),18/24 (75%),15,11,1,3,-,11,2,6,19,1,5,1,7,3,6,15,24,6,2,10,18,3,2,6,10,2,8,20
2022,27,2022/6/12,1,1,Brasilia,Brazil,Brazil,China,0,3,23,29,23,-,-,25,31,25,-,-,2,8/29 (28%),21/31 (68%),25,21,4,0,-,21,7,9,37,4,3,6,13,0,6,23,29,11,1,17,29,9,7,16,17,0,22,39
2022,27,2022/6/12,1,1,Brasilia,Brazil,Brazil,China,0,3,23,29,23,-,-,25,31,25,-,-,3,9/24 (38%),14/24 (58%),17,15,1,1,-,15,8,4,27,1,4,6,11,1,1,22,24,10,1,10,21,8,4,16,14,1,13,28
2022,28,2022/6/12,1,1,Brasilia,Brazil,Japan,Iran,3,0,25,25,25,-,-,20,14,19,-,-,ALL,35/74 (47%),40/54 (74%),55,39,6,10,-,39,7,24,70,6,14,18,38,10,12,52,74,13,4,24,41,34,5,41,29,1,39,69
2022,28,2022/6/12,1,1,Brasilia,Brazil,Japan,Iran,3,0,25,25,25,-,-,20,14,19,-,-,1,10/25 (40%),15/20 (75%),19,12,1,6,-,12,1,11,24,1,4,6,11,6,5,14,25,7,2,6,15,12,3,15,11,1,13,25
2022,28,2022/6/12,1,1,Brasilia,Brazil,Japan,Iran,3,0,25,25,25,-,-,20,14,19,-,-,2,13/24 (54%),12/15 (80%),19,13,2,4,-,13,1,6,20,2,4,7,13,4,4,16,24,3,1,8,12,10,0,11,8,0,11,19
2022,28,2022/6/12,1,1,Brasilia,Brazil,Japan,Iran,3,0,25,25,25,-,-,20,14,19,-,-,3,12/25 (48%),13/19 (68%),17,14,3,0,-,14,5,7,26,3,6,5,14,0,3,22,25,3,1,10,14,12,2,15,10,0,15,25
2022,28,2022/6/12,1,1,Brasilia,Brazil,Iran,Japan,0,3,20,14,19,-,-,25,25,25,-,-,ALL,14/54 (26%),39/74 (53%),34,27,3,4,-,27,10,33,70,3,15,14,32,4,13,37,54,14,10,38,62,23,6,32,28,3,41,72
2022,28,2022/6/12,1,1,Brasilia,Brazil,Iran,Japan,0,3,20,14,19,-,-,25,25,25,-,-,1,5/20 (25%),15/25 (60%),14,11,1,2,-,11,2,10,23,1,4,8,13,2,5,13,20,4,6,10,20,9,1,10,9,0,15,24
2022,28,2022/6/12,1,1,Brasilia,Brazil,Iran,Japan,0,3,20,14,19,-,-,25,25,25,-,-,2,3/15 (20%),11/24 (46%),8,6,1,1,-,6,3,13,22,1,4,2,7,1,3,11,15,2,4,14,20,7,2,11,6,2,13,21
2022,28,2022/6/12,1,1,Brasilia,Brazil,Iran,Japan,0,3,20,14,19,-,-,25,25,25,-,-,3,6/19 (32%),13/25 (52%),12,10,1,1,-,10,5,10,25,1,7,4,12,1,5,13,19,8,0,14,22,7,3,11,13,1,13,27
2022,29,2022/6/12,1,1,Brasilia,Brazil,Netherlands,Australia,3,0,25,25,25,-,-,20,15,23,-,-,ALL,26/73 (36%),49/60 (82%),52,37,6,9,-,37,7,23,67,6,17,11,34,9,16,48,73,20,1,24,45,22,5,30,27,0,39,66
2022,29,2022/6/12,1,1,Brasilia,Brazil,Netherlands,Australia,3,0,25,25,25,-,-,20,15,23,-,-,1,8/24 (33%),17/21 (81%),16,11,3,2,-,11,3,8,22,3,2,3,8,2,4,18,24,7,1,6,14,9,5,15,10,0,12,22
2022,29,2022/6/12,1,1,Brasilia,Brazil,Netherlands,Australia,3,0,25,25,25,-,-,20,15,23,-,-,2,11/25 (44%),14/15 (93%),18,12,2,4,-,12,1,2,15,2,4,1,7,4,7,14,25,2,0,7,9,6,0,6,9,0,6,15
2022,29,2022/6/12,1,1,Brasilia,Brazil,Netherlands,Australia,3,0,25,25,25,-,-,20,15,23,-,-,3,7/24 (29%),18/24 (75%),18,14,1,3,-,14,3,13,30,1,11,7,19,3,5,16,24,11,0,11,22,7,0,9,8,0,21,29
2022,29,2022/6/12,1,1,Brasilia,Brazil,Australia,Netherlands,0,3,20,15,23,-,-,25,25,25,-,-,ALL,11/60 (18%),47/73 (64%),39,34,4,1,-,34,8,18,60,4,19,12,35,1,15,44,60,10,9,38,57,21,6,30,29,2,31,62
2022,29,2022/6/12,1,1,Brasilia,Brazil,Australia,Netherlands,0,3,20,15,23,-,-,25,25,25,-,-,1,4/21 (19%),16/24 (67%),14,12,1,1,-,12,3,4,19,1,6,3,10,1,7,13,21,3,2,15,20,6,5,12,8,1,12,21
2022,29,2022/6/12,1,1,Brasilia,Brazil,Australia,Netherlands,0,3,20,15,23,-,-,25,25,25,-,-,2,1/15 (7%),14/25 (56%),7,7,0,0,-,7,3,3,13,0,4,1,5,0,6,9,15,5,4,9,18,1,0,2,9,0,4,13
2022,29,2022/6/12,1,1,Brasilia,Brazil,Australia,Netherlands,0,3,20,15,23,-,-,25,25,25,-,-,3,6/24 (25%),17/24 (71%),18,15,3,0,-,15,2,11,28,3,9,8,20,0,2,22,24,2,3,14,19,14,1,16,12,1,15,28
2022,30,2022/6/12,2,1,Ottawa,Canada,Poland,France,3,1,21,25,25,25,-,25,22,21,22,-,ALL,35/95 (37%),61/91 (67%),64,47,10,7,-,47,17,33,97,10,20,21,51,7,14,74,95,11,9,50,70,35,18,63,26,0,70,96
2022,30,2022/6/12,2,1,Ottawa,Canada,Poland,France,3,1,21,25,25,25,-,25,22,21,22,-,1,7/22 (32%),14/24 (58%),13,9,3,1,-,9,4,8,21,3,6,6,15,1,2,19,22,4,6,8,18,8,5,15,6,0,15,21
2022,30,2022/6/12,2,1,Ottawa,Canada,Poland,France,3,1,21,25,25,25,-,25,22,21,22,-,2,9/24 (38%),16/23 (70%),15,12,2,1,-,12,4,5,21,2,5,6,13,1,6,17,24,2,1,14,17,5,4,12,5,0,14,19
2022,30,2022/6/12,2,1,Ottawa,Canada,Poland,France,3,1,21,25,25,25,-,25,22,21,22,-,3,10/25 (40%),15/21 (71%),16,10,3,3,-,10,4,12,26,3,3,4,10,3,1,21,25,2,2,12,16,11,6,18,7,0,19,26
2022,30,2022/6/12,2,1,Ottawa,Canada,Poland,France,3,1,21,25,25,25,-,25,22,21,22,-,4,9/24 (38%),16/23 (70%),20,16,2,2,-,16,5,8,29,2,6,5,13,2,5,17,24,3,0,16,19,11,3,18,8,0,22,30
2022,30,2022/6/12,2,1,Ottawa,Canada,France,Poland,1,3,25,22,21,22,-,21,25,25,25,-,ALL,30/91 (33%),60/95 (63%),65,50,6,9,-,50,16,37,103,6,19,21,46,9,21,61,91,18,7,56,81,31,18,61,42,3,58,103
2022,30,2022/6/12,2,1,Ottawa,Canada,France,Poland,1,3,25,22,21,22,-,21,25,25,25,-,1,10/24 (42%),15/22 (68%),21,13,2,6,-,13,3,9,25,2,6,2,10,6,6,12,24,3,1,16,20,3,1,11,14,0,10,24
2022,30,2022/6/12,2,1,Ottawa,Canada,France,Poland,1,3,25,22,21,22,-,21,25,25,25,-,2,7/23 (30%),15/24 (63%),13,11,1,1,-,11,5,6,22,1,5,4,10,1,6,16,23,5,1,12,18,8,4,13,7,1,15,23
2022,30,2022/6/12,2,1,Ottawa,Canada,France,Poland,1,3,25,22,21,22,-,21,25,25,25,-,3,6/21 (29%),15/25 (60%),18,14,2,2,-,14,5,9,28,2,3,9,14,2,5,14,21,5,3,16,24,10,4,16,8,2,21,31
2022,30,2022/6/12,2,1,Ottawa,Canada,France,Poland,1,3,25,22,21,22,-,21,25,25,25,-,4,7/23 (30%),15/24 (63%),13,12,1,0,-,12,3,13,28,1,5,6,12,0,4,19,23,5,2,12,19,10,9,21,13,0,12,25
2022,31,2022/6/12,2,1,Ottawa,Canada,Italy,Argentina,3,1,25,25,16,30,-,20,21,25,28,-,ALL,35/95 (37%),61/95 (64%),68,48,13,7,-,48,18,47,113,13,20,26,59,7,22,66,95,19,2,53,74,37,19,73,58,1,53,112
2022,31,2022/6/12,2,1,Ottawa,Canada,Italy,Argentina,3,1,25,25,16,30,-,20,21,25,28,-,1,11/24 (46%),14/21 (67%),14,8,4,2,-,8,2,13,23,4,5,5,14,2,6,16,24,3,0,11,14,6,6,19,13,0,9,22
2022,31,2022/6/12,2,1,Ottawa,Canada,Italy,Argentina,3,1,25,25,16,30,-,20,21,25,28,-,2,9/25 (36%),16/21 (76%),18,11,6,1,-,11,3,4,18,6,2,6,14,1,6,18,25,3,2,9,14,9,3,12,13,0,7,20
2022,31,2022/6/12,2,1,Ottawa,Canada,Italy,Argentina,3,1,25,25,16,30,-,20,21,25,28,-,3,3/16 (19%),13/25 (52%),14,14,0,0,-,14,9,11,34,0,4,6,10,0,4,12,16,7,0,16,23,10,5,18,16,1,17,34
2022,31,2022/6/12,2,1,Ottawa,Canada,Italy,Argentina,3,1,25,25,16,30,-,20,21,25,28,-,4,12/30 (40%),18/28 (64%),22,15,3,4,-,15,4,19,38,3,9,9,21,4,6,20,30,6,0,17,23,12,5,24,16,0,20,36
2022,31,2022/6/12,2,1,Ottawa,Canada,Argentina,Italy,1,3,20,21,25,28,-,25,25,16,30,-,ALL,34/95 (36%),60/95 (63%),62,51,9,2,-,51,20,47,118,9,29,24,62,2,21,72,95,12,7,54,73,37,13,81,59,0,54,113
2022,31,2022/6/12,2,1,Ottawa,Canada,Argentina,Italy,1,3,20,21,25,28,-,25,25,16,30,-,1,7/21 (33%),13/24 (54%),13,12,1,0,-,12,8,8,28,1,5,8,14,0,7,14,21,2,2,14,18,9,1,13,13,0,13,26
2022,31,2022/6/12,2,1,Ottawa,Canada,Argentina,Italy,1,3,20,21,25,28,-,25,25,16,30,-,2,5/21 (24%),16/25 (64%),14,10,2,2,-,10,6,11,27,2,6,0,8,2,7,12,21,7,1,11,19,6,5,18,16,0,11,27
2022,31,2022/6/12,2,1,Ottawa,Canada,Argentina,Italy,1,3,20,21,25,28,-,25,25,16,30,-,3,12/25 (48%),13/16 (81%),16,11,5,0,-,11,0,13,24,5,10,7,22,0,2,23,25,1,0,11,12,9,3,21,11,0,12,23
2022,31,2022/6/12,2,1,Ottawa,Canada,Argentina,Italy,1,3,20,21,25,28,-,25,25,16,30,-,4,10/28 (36%),18/30 (60%),19,18,1,0,-,18,6,15,39,1,8,9,18,0,5,23,28,2,4,18,24,13,4,29,19,0,18,37
2022,32,2022/6/12,2,1,Ottawa,Canada,Canada,Bulgaria,3,2,25,25,24,21,15,18,18,26,25,11,ALL,44/110 (40%),66/98 (67%),87,66,14,7,-,66,16,34,116,14,28,24,66,7,20,82,109,6,7,72,85,36,6,60,55,3,58,116
2022,32,2022/6/12,2,1,Ottawa,Canada,Canada,Bulgaria,3,2,25,25,24,21,15,18,18,26,25,11,1,12/24 (50%),13/19 (68%),19,12,4,3,-,12,3,3,18,4,8,1,13,3,5,17,25,2,1,10,13,5,1,8,10,0,7,17
2022,32,2022/6/12,2,1,Ottawa,Canada,Canada,Bulgaria,3,2,25,25,24,21,15,18,18,26,25,11,2,10/25 (40%),15/18 (83%),20,13,6,1,-,13,1,8,22,6,5,1,12,1,4,19,24,0,1,17,18,6,1,9,12,0,11,23
2022,32,2022/6/12,2,1,Ottawa,Canada,Canada,Bulgaria,3,2,25,25,24,21,15,18,18,26,25,11,3,9/24 (38%),15/26 (58%),19,16,2,1,-,16,7,11,34,2,4,11,17,1,5,18,24,4,1,18,23,11,2,20,16,2,14,32
2022,32,2022/6/12,2,1,Ottawa,Canada,Canada,Bulgaria,3,2,25,25,24,21,15,18,18,26,25,11,4,6/22 (27%),15/24 (63%),17,16,1,0,-,16,4,7,27,1,7,8,16,0,3,18,21,0,4,18,22,9,1,13,11,0,16,27
2022,32,2022/6/12,2,1,Ottawa,Canada,Canada,Bulgaria,3,2,25,25,24,21,15,18,18,26,25,11,5,7/15 (47%),8/11 (73%),12,9,1,2,-,9,1,5,15,1,4,3,8,2,3,10,15,0,0,9,9,5,1,10,6,1,10,17
2022,32,2022/6/12,2,1,Ottawa,Canada,Bulgaria,Canada,2,3,18,18,26,25,11,25,25,24,21,15,ALL,32/98 (33%),66/110 (60%),68,52,9,7,-,52,20,41,113,9,30,24,63,7,13,78,98,21,7,61,89,28,14,53,57,1,54,112
2022,32,2022/6/12,2,1,Ottawa,Canada,Bulgaria,Canada,2,3,18,18,26,25,11,25,25,24,21,15,1,6/19 (32%),12/24 (50%),11,9,1,1,-,9,5,6,20,1,8,3,12,1,5,12,18,3,3,14,20,2,2,4,10,0,9,19
2022,32,2022/6/12,2,1,Ottawa,Canada,Bulgaria,Canada,2,3,18,18,26,25,11,25,25,24,21,15,2,3/18 (17%),15/25 (60%),14,12,1,1,-,12,8,4,24,1,7,4,12,1,1,17,19,5,1,14,20,8,3,11,11,0,13,24
2022,32,2022/6/12,2,1,Ottawa,Canada,Bulgaria,Canada,2,3,18,18,26,25,11,25,25,24,21,15,3,11/26 (42%),15/24 (63%),17,11,5,1,-,11,3,15,29,5,5,7,17,1,2,22,25,4,1,14,19,11,4,20,15,1,15,31
2022,32,2022/6/12,2,1,Ottawa,Canada,Bulgaria,Canada,2,3,18,18,26,25,11,25,25,24,21,15,4,9/24 (38%),16/22 (73%),19,14,1,4,-,14,2,11,27,1,6,5,12,4,3,18,25,5,0,13,18,5,3,13,15,0,10,25
2022,32,2022/6/12,2,1,Ottawa,Canada,Bulgaria,Canada,2,3,18,18,26,25,11,25,25,24,21,15,5,3/11 (27%),8/15 (53%),7,6,1,0,-,6,2,5,13,1,4,5,10,0,2,9,11,4,2,6,12,2,2,5,6,0,7,13
2022,33,2022/6/21,3,2,Quezon City,Philippines,Slovenia,Netherlands,0,3,17,21,24,-,-,25,25,26,-,-,ALL,21/64 (33%),41/74 (55%),45,35,8,2,-,35,11,35,81,8,14,16,38,2,17,45,64,10,9,45,64,31,7,44,17,1,63,81
2022,33,2022/6/21,3,2,Quezon City,Philippines,Slovenia,Netherlands,0,3,17,21,24,-,-,25,25,26,-,-,1,5/18 (28%),12/24 (50%),13,8,4,1,-,8,2,10,20,4,6,4,14,1,4,13,18,4,4,13,21,8,2,13,5,1,15,21
2022,33,2022/6/21,3,2,Quezon City,Philippines,Slovenia,Netherlands,0,3,17,21,24,-,-,25,25,26,-,-,2,8/21 (38%),13/25 (52%),16,13,3,0,-,13,5,12,30,3,3,3,9,0,8,13,21,3,4,15,22,11,2,14,4,0,26,30
2022,33,2022/6/21,3,2,Quezon City,Philippines,Slovenia,Netherlands,0,3,17,21,24,-,-,25,25,26,-,-,3,8/25 (32%),16/25 (64%),16,14,1,1,-,14,4,13,31,1,5,9,15,1,5,19,25,3,1,17,21,12,3,17,8,0,22,30
2022,33,2022/6/21,3,2,Quezon City,Philippines,Netherlands,Slovenia,3,0,25,25,26,-,-,17,21,24,-,-,ALL,33/74 (45%),43/64 (67%),52,38,5,9,-,38,15,24,77,5,17,24,46,9,10,55,74,12,2,33,47,30,10,44,13,0,61,74
2022,33,2022/6/21,3,2,Quezon City,Philippines,Netherlands,Slovenia,3,0,25,25,26,-,-,17,21,24,-,-,1,12/24 (50%),13/18 (72%),18,14,0,4,-,14,5,9,28,0,5,6,11,4,3,17,24,1,1,12,14,13,2,17,3,0,25,28
2022,33,2022/6/21,3,2,Quezon City,Philippines,Netherlands,Slovenia,3,0,25,25,26,-,-,17,21,24,-,-,2,12/25 (48%),13/21 (62%),15,8,3,4,-,8,5,4,17,3,4,10,17,4,3,18,25,4,0,9,13,3,5,9,4,0,12,16
2022,33,2022/6/21,3,2,Quezon City,Philippines,Netherlands,Slovenia,3,0,25,25,26,-,-,17,21,24,-,-,3,9/25 (36%),17/25 (68%),19,16,2,1,-,16,5,11,32,2,8,8,18,1,4,20,25,7,1,12,20,14,3,18,6,0,24,30
2022,34,2022/6/21,3,2,Quezon City,Philippines,Japan,Argentina,3,1,27,25,17,25,-,25,18,25,16,-,ALL,33/93 (35%),61/85 (72%),71,56,6,9,-,56,14,37,107,6,12,13,31,9,20,64,93,16,1,50,67,40,16,61,15,0,91,106
2022,34,2022/6/21,3,2,Quezon City,Philippines,Japan,Argentina,3,1,27,25,17,25,-,25,18,25,16,-,1,12/27 (44%),15/25 (60%),20,14,2,4,-,14,6,16,36,2,2,4,8,4,6,17,27,2,0,18,20,16,4,22,3,0,32,35
2022,34,2022/6/21,3,2,Quezon City,Philippines,Japan,Argentina,3,1,27,25,17,25,-,25,18,25,16,-,2,9/24 (38%),16/19 (84%),21,17,3,1,-,17,3,4,24,3,2,1,6,1,5,18,24,2,0,14,16,8,5,14,3,0,21,24
2022,34,2022/6/21,3,2,Quezon City,Philippines,Japan,Argentina,3,1,27,25,17,25,-,25,18,25,16,-,3,2/18 (11%),15/24 (63%),10,10,0,0,-,10,3,9,22,0,4,3,7,0,5,13,18,8,1,9,18,4,5,10,7,0,14,21
2022,34,2022/6/21,3,2,Quezon City,Philippines,Japan,Argentina,3,1,27,25,17,25,-,25,18,25,16,-,4,10/24 (42%),15/17 (88%),20,15,1,4,-,15,2,8,25,1,4,5,10,4,4,16,24,4,0,9,13,12,2,15,2,0,24,26
2022,34,2022/6/21,3,2,Quezon City,Philippines,Argentina,Japan,1,3,25,18,25,16,-,27,25,17,25,-,ALL,24/85 (28%),60/93 (65%),55,49,5,1,-,49,11,32,92,5,21,27,53,1,18,66,85,21,9,43,73,30,11,46,28,0,61,89
2022,34,2022/6/21,3,2,Quezon City,Philippines,Argentina,Japan,1,3,25,18,25,16,-,27,25,17,25,-,1,10/25 (40%),15/27 (56%),15,13,2,0,-,13,4,10,27,2,7,11,20,0,5,20,25,6,4,11,21,11,3,18,9,0,17,26
2022,34,2022/6/21,3,2,Quezon City,Philippines,Argentina,Japan,1,3,25,18,25,16,-,27,25,17,25,-,2,3/19 (16%),15/24 (63%),11,10,1,0,-,10,4,6,20,1,4,4,9,0,3,16,19,6,1,12,19,3,3,6,8,0,12,20
2022,34,2022/6/21,3,2,Quezon City,Philippines,Argentina,Japan,1,3,25,18,25,16,-,27,25,17,25,-,3,9/24 (38%),16/18 (89%),19,16,2,1,-,16,1,3,20,2,3,5,10,1,6,17,24,3,0,10,13,8,2,11,7,0,13,20
2022,34,2022/6/21,3,2,Quezon City,Philippines,Argentina,Japan,1,3,25,18,25,16,-,27,25,17,25,-,4,2/17 (12%),14/24 (58%),10,10,0,0,-,10,2,13,25,0,7,7,14,0,4,13,17,6,4,10,20,8,3,11,4,0,19,23
2022,35,2022/6/21,4,2,Sofia,Bulgaria,Canada,Australia,3,1,18,28,25,25,-,25,26,19,22,-,ALL,30/95 (32%),66/93 (71%),67,53,7,7,-,53,13,46,112,7,16,10,33,7,17,71,95,22,8,47,77,11,5,22,38,0,66,104
2022,35,2022/6/21,4,2,Sofia,Bulgaria,Canada,Australia,3,1,18,28,25,25,-,25,26,19,22,-,1,4/19 (21%),14/24 (58%),12,11,0,1,-,11,5,13,29,0,2,1,3,1,6,12,19,6,3,10,19,2,1,4,7,0,18,25
2022,35,2022/6/21,4,2,Sofia,Bulgaria,Canada,Australia,3,1,18,28,25,25,-,25,26,19,22,-,2,9/27 (33%),19/27 (70%),21,16,2,3,-,16,2,11,29,2,8,2,12,3,4,20,27,7,1,16,24,1,2,6,9,0,15,24
2022,35,2022/6/21,4,2,Sofia,Bulgaria,Canada,Australia,3,1,18,28,25,25,-,25,26,19,22,-,3,9/25 (36%),16/19 (84%),17,11,4,2,-,11,3,11,25,4,5,2,11,2,4,19,25,5,1,10,16,3,0,4,9,0,15,24
2022,35,2022/6/21,4,2,Sofia,Bulgaria,Canada,Australia,3,1,18,28,25,25,-,25,26,19,22,-,4,8/24 (33%),17/23 (74%),17,15,1,1,-,15,3,11,29,1,1,5,7,1,3,20,24,4,3,11,18,5,2,8,13,0,18,31
2022,35,2022/6/21,4,2,Sofia,Bulgaria,Australia,Canada,1,3,25,26,19,22,-,18,28,25,25,-,ALL,27/93 (29%),65/95 (68%),69,54,7,8,-,54,17,38,109,7,12,12,31,8,16,69,93,31,7,40,78,23,14,44,18,2,88,108
2022,35,2022/6/21,4,2,Sofia,Bulgaria,Australia,Canada,1,3,25,26,19,22,-,18,28,25,25,-,1,10/24 (42%),15/19 (79%),17,11,3,3,-,11,1,8,20,3,4,3,10,3,5,16,24,7,1,5,13,3,1,7,2,0,16,18
2022,35,2022/6/21,4,2,Sofia,Bulgaria,Australia,Canada,1,3,25,26,19,22,-,18,28,25,25,-,2,8/27 (30%),18/27 (67%),21,19,1,1,-,19,3,8,30,1,3,4,8,1,3,23,27,9,3,11,23,7,7,16,8,2,22,32
2022,35,2022/6/21,4,2,Sofia,Bulgaria,Australia,Canada,1,3,25,26,19,22,-,18,28,25,25,-,3,3/19 (16%),16/25 (64%),12,11,0,1,-,11,9,8,28,0,3,4,7,1,3,15,19,8,2,11,21,5,3,9,5,0,23,28
2022,35,2022/6/21,4,2,Sofia,Bulgaria,Australia,Canada,1,3,25,26,19,22,-,18,28,25,25,-,4,6/23 (26%),16/24 (67%),19,13,3,3,-,13,4,14,31,3,2,1,6,3,5,15,23,7,1,13,21,8,3,12,3,0,27,30
2022,36,2022/6/21,4,2,Sofia,Bulgaria,Iran,Bulgaria,0,3,19,23,24,-,-,25,25,26,-,-,ALL,-,-,45,39,5,1,-,39,15,22,76,5,14,6,25,1,10,56,67,11,6,47,64,8,5,17,16,0,60,76
2022,36,2022/6/21,4,2,Sofia,Bulgaria,Iran,Bulgaria,0,3,19,23,24,-,-,25,25,26,-,-,1,-,-,13,13,0,0,-,13,4,6,23,0,4,0,4,0,5,14,19,5,2,16,23,0,1,2,7,0,15,22
2022,36,2022/6/21,4,2,Sofia,Bulgaria,Iran,Bulgaria,0,3,19,23,24,-,-,25,25,26,-,-,2,-,-,17,15,2,0,-,15,3,8,26,2,5,3,10,0,4,20,24,4,3,13,20,6,2,9,6,0,20,26
2022,36,2022/6/21,4,2,Sofia,Bulgaria,Iran,Bulgaria,0,3,19,23,24,-,-,25,25,26,-,-,3,-,-,15,11,3,1,-,11,8,8,27,3,5,3,11,1,1,22,24,2,1,18,21,2,2,6,3,0,25,28
2022,36,2022/6/21,4,2,Sofia,Bulgaria,Bulgaria,Iran,3,0,25,25,26,-,-,19,23,24,-,-,ALL,-,-,58,44,8,6,-,44,13,20,77,8,20,13,41,6,11,58,75,24,1,32,57,13,4,19,21,0,56,77
2022,36,2022/6/21,4,2,Sofia,Bulgaria,Bulgaria,Iran,3,0,25,25,26,-,-,19,23,24,-,-,1,-,-,16,13,1,2,-,13,2,5,20,1,9,4,14,2,2,21,25,7,0,7,14,3,1,5,10,0,10,20
2022,36,2022/6/21,4,2,Sofia,Bulgaria,Bulgaria,Iran,3,0,25,25,26,-,-,19,23,24,-,-,2,-,-,20,15,2,3,-,15,4,8,27,2,6,5,13,3,4,17,24,6,0,14,20,6,2,8,6,0,22,28
2022,36,2022/6/21,4,2,Sofia,Bulgaria,Bulgaria,Iran,3,0,25,25,26,-,-,19,23,24,-,-,3,-,-,22,16,5,1,-,16,7,7,30,5,5,4,14,1,5,20,26,11,1,11,23,4,1,6,5,0,24,29
